Ticker,GFValue,SmartScore,Price,Market Capitalization,Sector,Industry
GGB,5.55,6.0,4.26,7284428006.5787,Non-Energy Minerals,Steel
GGG,80.26,4.0,87.83,14824656557.0,Producer Manufacturing,Industrial Machinery
GH,73.02,4.0,22.39,2717691061.0,Health Services,Medical/Nursing Services
GHC,827.18,5.0,707.24,3213936079.0,Consumer Services,Other Consumer Services
GIB,106.81,9.0,114.45,26466136016.93864,Technology Services,Information Technology Services
GIC,38.62,4.0,44.21,1682793684.0,Retail Trade,Internet Retail
GIII,29.87,7.0,31.4,1435848542.0,Consumer Non-Durables,Apparel/Footwear
GIL,36.35,6.0,33.93,5842739205.08669,Consumer Non-Durables,Apparel/Footwear
GILD,73.56,8.0,73.8,91957893817.0,Health Technology,Biotechnology
GIS,76.73,7.0,64.06,36379040772.0,Consumer Non-Durables,Food: Major Diversified
GKOS,60.13,10.0,95.99,4684271910.0,Health Technology,Medical Specialties
GLBE,47.03,6.0,40.15,6563216650.0,Retail Trade,Internet Retail
GLNG,24.41,9.0,21.45,2247917105.0,Transportation,Marine Shipping
GLP,33.46,9.0,47.21,1604930522.0000002,Distribution Services,Wholesale Distributors
GLPG,51.95,6.0,38.98,2541092300.4409995,Health Technology,Biotechnology
GLPI,48.9,5.0,45.39,12119843211.0,Finance,Real Estate Investment Trusts
GLW,31.45,3.0,31.73,27071238099.0,Electronic Technology,Electronic Components
GM,51.58,10.0,38.65,44618846006.0,Consumer Durables,Motor Vehicles
GMAB,60.03,8.0,27.79,18197041032.88652,Health Technology,Pharmaceuticals: Major
GME,24.68,1.0,14.35,4384130504.0,Retail Trade,Electronics/Appliance Stores
GMED,99.08,3.0,52.48,7231386418.000001,Health Technology,Medical Specialties
GMS,67.47,5.0,87.32,3476878503.9999995,Distribution Services,Wholesale Distributors
GNL,13.58,1.0,8.14,1873600259.0,Finance,Real Estate Investment Trusts
GNRC,226.97,6.0,127.14,7810410992.0,Producer Manufacturing,Electrical Products
GNTX,38.6,6.0,34.91,8142848021.0,Producer Manufacturing,Auto Parts: OEM
GO,36.36,6.0,25.13,2494635760.0000005,Retail Trade,Food Retail
GOGL,6.52,5.0,11.04,2202516379.0,Transportation,Marine Shipping
GOGO,13.37,1.0,9.92,1278106397.0,Communications,Wireless Telecommunications
GOLD,18.48,6.0,14.82,26017540362.914288,Non-Energy Minerals,Precious Metals
GOLF,58.93,7.0,65.65,4292048662.000001,Consumer Durables,Recreational Products
GOOG,149.03,6.0,147.22,1821528071686.0005,Technology Services,Internet Software/Services
GOOGL,147.72,8.0,145.91,1821528071686.0005,Technology Services,Internet Software/Services
GOOS,28.39,5.0,12.21,1183585990.0998783,Consumer Non-Durables,Apparel/Footwear
GPC,170.52,8.0,142.31,19951381327.0,Distribution Services,Wholesale Distributors
GPI,294.33,7.0,269.09,3719561975.000001,Retail Trade,Specialty Stores
GPN,145.48,10.0,136.63,35576888831.0,Commercial Services,Miscellaneous Commercial Services
GPOR,50742.55,5.0,125.91,2296003096.0,Energy Minerals,Oil & Gas Production
GPRE,28.85,4.0,23.63,1517355238.9999998,Process Industries,Chemicals: Specialty
GPS,12.69,5.0,20.04,7431500543.000001,Retail Trade,Apparel/Footwear Retail
GRAB,0.0,5.0,3.32,12817351879.999998,Transportation,Other Transportation
GRBK,43.98,5.0,52.78,2395070025.9999995,Consumer Durables,Homebuilding
GRFS,21.26,5.0,8.14,6652410383.81086,Health Technology,Pharmaceuticals: Major
GRMN,20156.4,6.0,122.32,23403618284.0,Electronic Technology,Telecommunications Equipment
GRND,0.0,7.0,8.21,1436654296.9999998,Technology Services,Internet Software/Services
GRP.U,80.26,,55.84,3537431735.1316004,Finance,Real Estate Investment Trusts
GSK,40.58,9.0,41.82,85237436867.87701,Health Technology,Pharmaceuticals: Major
GT,14.07,10.0,13.61,3859094469.000001,Consumer Durables,Automotive Aftermarket
GTES,14.13,7.0,12.53,3309283133.0,Producer Manufacturing,Industrial Machinery
GTLB,0.0,9.0,76.19,11875278657.000002,Technology Services,Packaged Software
GTLS,350.25,6.0,118.72,5075353872.0,Producer Manufacturing,Industrial Machinery
GTX,5.05,4.0,8.28,2007235625.0,Producer Manufacturing,Auto Parts: OEM
GTY,32.27,5.0,27.25,1436123150.0,Finance,Real Estate Investment Trusts
GVA,37.22,8.0,47.46,2085074921.9999995,Industrial Services,Engineering & Construction
GWRE,101.68,9.0,116.67,9558837073.999998,Technology Services,Information Technology Services
GWW,687.14,5.0,949.93,47148965508.0,Distribution Services,Wholesale Distributors
H,138.62,4.0,131.0,13511201193.000002,Consumer Services,Hotels/Resorts/Cruise lines
HAE,92.28,5.0,78.11,3963494941.999999,Health Technology,Medical Specialties
HAL,39.83,7.0,35.03,31180258786.0,Industrial Services,Oilfield Services/Equipment
HALO,79.14,8.0,35.24,4655137760.0,Health Technology,Biotechnology
HAS,61.33,3.0,50.68,7032566906.000001,Consumer Durables,Recreational Products
HAYW,10.28,2.0,13.1,2799457848.0,Consumer Durables,Recreational Products
HBI,8.33,4.0,4.56,1596184785.0,Consumer Non-Durables,Apparel/Footwear
HBM,5.15,9.0,5.2,1814320692.41774,Non-Energy Minerals,Other Metals/Minerals
HCA,306.19,10.0,305.46,81759674123.0,Health Services,Hospital/Nursing Management
HCC,40.9,9.0,60.39,3141422601.0000005,Energy Minerals,Coal
HCM,80.67,3.0,13.93,2427734477.47446,Health Technology,Pharmaceuticals: Major
HCP,0.0,2.0,24.26,4789822488.0,Technology Services,Packaged Software
HD,329.47,6.0,363.72,361996660158.0,Retail Trade,Home Improvement Chains
HE,49.16,1.0,13.07,1439321950.0000002,Utilities,Electric Utilities
HEES,50.13,10.0,54.35,1981053339.0000005,Finance,Finance/Rental/Leasing
HEI.A,197.36,1.0,147.55,22538536059.0,Electronic Technology,Aerospace & Defense
HELE,140.1,8.0,116.18,2758859515.0,Consumer Durables,Home Furnishings
HES,146.3,8.0,146.27,44928120959.99999,Energy Minerals,Integrated Oil
HGV,69.42,8.0,42.22,4559085627.0,Finance,Real Estate Development
HHH,59.13,7.0,77.52,3882116408.000001,Finance,Real Estate Development
HI,58.91,9.0,44.25,3104216228.0000005,Producer Manufacturing,Industrial Conglomerates
HII,247.78,6.0,272.13,10773813792.000002,Electronic Technology,Aerospace & Defense
HIMS,12.26,6.0,9.85,2088136188.9999995,Health Services,Medical/Nursing Services
HIW,34.6,9.0,24.07,2544447175.0,Finance,Real Estate Investment Trusts
HL,4.75,4.0,3.56,2200908907.0,Non-Energy Minerals,Precious Metals
HLF,21.31,5.0,12.36,1225029844.0,Distribution Services,Medical Distributors
HLI,97.29,6.0,125.4,8670430057.999998,Finance,Investment Banks/Brokers
HLIO,73.73,2.0,40.65,1343604092.0000002,Producer Manufacturing,Industrial Machinery
HLIT,11.22,9.0,13.0,1458469040.0,Electronic Technology,Telecommunications Equipment
HLMN,9.27,5.0,8.98,1750228850.0,Distribution Services,Wholesale Distributors
HLN,0.0,5.0,8.27,37624629122.64421,Distribution Services,Medical Distributors
HLNE,78.41,6.0,113.18,6112376618.999999,Finance,Investment Managers
HLX,5.24,6.0,9.46,1425728217.0,Industrial Services,Oilfield Services/Equipment
HMC,30.99,6.0,35.16,61492512933.70731,Consumer Durables,Motor Vehicles
HMY,4.63,3.0,5.94,3650440090.6301,Non-Energy Minerals,Precious Metals
HOG,43.38,8.0,34.91,4861901978.0,Consumer Durables,Motor Vehicles
HOLI,20.48,5.0,25.7,1595863147.0,Producer Manufacturing,Electrical Products
HOLX,61.33,9.0,73.43,17236335703.000004,Health Technology,Medical Specialties
HON,217.47,9.0,193.46,127538627505.00002,Electronic Technology,Aerospace & Defense
HOOD,12.42,8.0,11.22,9702853611.0,Finance,Investment Banks/Brokers
HP,67.33,4.0,38.18,3773198419.000001,Industrial Services,Contract Drilling
HPK,83.52,5.0,14.11,1812019262.9999995,Energy Minerals,Oil & Gas Production
HPP,15.63,5.0,7.69,1103177881.0,Finance,Real Estate Investment Trusts
HPQ,31.67,4.0,28.29,28032631665.0,Electronic Technology,Computer Processing Hardware
HQY,76.81,7.0,78.07,6698494960.000001,Finance,Investment Managers
HR,23.3,1.0,15.57,5930208904.0,Finance,Real Estate Investment Trusts
HRB,37.48,2.0,45.71,6377489957.0,Consumer Services,Other Consumer Services
HRI,182.84,9.0,150.41,4251746610.999999,Finance,Finance/Rental/Leasing
HRL,47.99,2.0,29.47,16115377015.0,Consumer Non-Durables,Food: Meat/Fish/Dairy
HRMY,75.81,7.0,33.7,1973874598.0000005,Health Technology,Pharmaceuticals: Major
HSIC,85.5,7.0,74.9,9732381807.0,Distribution Services,Medical Distributors
HST,28.2,7.0,19.55,13791293041.0,Finance,Real Estate Investment Trusts
HSY,250.32,6.0,202.31,41372081137.0,Consumer Non-Durables,Food: Specialty/Candy
HTHT,50.79,4.0,31.97,10618747800.16204,Consumer Services,Hotels/Resorts/Cruise lines
HTLD,29.71,5.0,12.92,1021024613.0000002,Transportation,Trucking
HTZ,21.51,4.0,8.66,2665658317.0,Finance,Finance/Rental/Leasing
HUBB,285.51,9.0,358.21,19207954516.0,Producer Manufacturing,Electrical Products
HUBG,37.89,3.0,44.34,2791595012.0,Transportation,Air Freight/Couriers
HUBS,605.43,7.0,628.69,31642309527.0,Technology Services,Packaged Software
HUN,26.65,3.0,23.99,4181154668.999999,Process Industries,Chemicals: Major Diversified
HURN,97.07,6.0,102.18,1915656920.9999995,Commercial Services,Miscellaneous Commercial Services
HWKN,51.17,8.0,61.41,1286317465.0,Process Industries,Chemicals: Specialty
HWM,49.02,9.0,59.17,24362912687.0,Electronic Technology,Aerospace & Defense
HXL,75.13,8.0,71.5,6033742580.0,Electronic Technology,Aerospace & Defense
IAC,68.95,6.0,52.6,4515753053.0,Technology Services,Internet Software/Services
IAG,2.68,3.0,2.46,1183997953.0363636,Non-Energy Minerals,Precious Metals
IART,64.4,5.0,41.72,3261494644.0,Health Technology,Medical Specialties
IAS,0.0,8.0,16.15,2556265291.0,Technology Services,Packaged Software
IBKR,121.24,7.0,95.37,40149988081.0,Finance,Investment Banks/Brokers
IBM,146.27,9.0,184.36,168342544051.0,Technology Services,Information Technology Services
IBP,140.13,10.0,205.44,5836361177.0,Industrial Services,Engineering & Construction
ICE,116.12,9.0,134.12,76799316159.0,Finance,Investment Banks/Brokers
ICFI,123.19,6.0,141.75,2667297503.0000005,Commercial Services,Miscellaneous Commercial Services
ICL,8.81,2.0,4.55,5867095275.45372,Process Industries,Chemicals: Agricultural
ICLR,271.2,10.0,273.84,22544417974.0,Commercial Services,Miscellaneous Commercial Services
ICUI,259.0,2.0,99.47,2401213358.0,Health Technology,Medical Specialties
IDA,124.32,7.0,88.4,4474387133.0,Utilities,Electric Utilities
IDCC,97.56,10.0,103.97,2672357110.9999995,Technology Services,Packaged Software
IDXX,547.5,5.0,573.61,47639286948.0,Health Technology,Medical Specialties
IDYA,7.62,10.0,44.8,3301529436.0,Health Technology,Pharmaceuticals: Major
IEP,41.95,4.0,19.28,7920281708.0,Energy Minerals,Oil Refining/Marketing
IESC,66.61,6.0,90.24,1824785053.9999995,Industrial Services,Engineering & Construction
IEX,233.38,10.0,225.83,17078516218.000002,Producer Manufacturing,Industrial Machinery
IGT,26.09,2.0,25.88,5188473853.0,Consumer Services,Casinos/Gaming
IHG,108.94,8.0,97.55,15912792126.322,Consumer Services,Hotels/Resorts/Cruise lines
IHS,0.0,6.0,3.13,1038909680.0,Industrial Services,Engineering & Construction
IIPR,177.54,8.0,91.3,2560036496.0,Finance,Real Estate Investment Trusts
ILMN,212.6,7.0,143.33,22760804728.0,Health Technology,Biotechnology
IMCR,121.6,,74.93,3704408537.0,Health Technology,Biotechnology
IMGN,16.36,7.0,31.23,8724226366.999998,Health Technology,Biotechnology
IMO,69.37,10.0,58.83,31523277137.61398,Energy Minerals,Integrated Oil
IMVT,,5.0,35.27,5102226743.999999,Health Technology,Biotechnology
INCY,87.83,3.0,57.36,12854906010.0,Health Technology,Pharmaceuticals: Major
INDV,25.13,4.0,17.79,2412605110.526239,Health Technology,Pharmaceuticals: Major
INFA,0.0,9.0,31.12,10430690575.0,Technology Services,Packaged Software
INFY,22.65,5.0,20.19,84660849093.48216,Technology Services,Information Technology Services
INGR,106.76,5.0,109.46,7135967349.0,Consumer Non-Durables,Food: Specialty/Candy
INMD,40.6,4.0,25.36,2110754341.0,Health Technology,Medical Specialties
INSM,29.15,6.0,28.57,4087282939.0,Health Technology,Pharmaceuticals: Major
INSP,444.5,10.0,202.01,5964181257.0,Health Technology,Medical Specialties
INST,27.24,7.0,24.39,3529139051.9999995,Technology Services,Packaged Software
INSW,44.51,10.0,51.3,2509032074.0000005,Transportation,Marine Shipping
INTC,32.92,10.0,42.5,179690000000.0,Electronic Technology,Semiconductors
INTU,576.09,7.0,653.07,182817808600.0,Technology Services,Packaged Software
INVH,38.46,2.0,32.69,20004914416.0,Finance,Real Estate Investment Trusts
IONS,39.91,6.0,49.98,7170736601.0,Health Technology,Pharmaceuticals: Major
IOSP,117.08,3.0,118.09,2936402107.0,Process Industries,Chemicals: Major Diversified
IOT,0.0,4.0,34.31,18539623225.0,Technology Services,Packaged Software
IOVA,0.0,10.0,8.68,2221372285.0,Health Technology,Biotechnology
IP,43.66,8.0,34.89,12072543507.0,Process Industries,Containers/Packaging
IPAR,148.01,10.0,150.75,4821106270.0,Consumer Non-Durables,Household/Personal Care
IPG,35.55,5.0,31.8,12179530720.000002,Commercial Services,Advertising/Marketing Services
IPGP,109.39,6.0,101.01,4739637262.999999,Electronic Technology,Semiconductors
IQ,20.25,7.0,3.37,3224058323.0,Technology Services,Internet Software/Services
IQV,243.34,9.0,217.0,39602500000.0,Health Services,Services to the Health Industry
IR,71.54,8.0,85.38,34561563892.0,Producer Manufacturing,Industrial Machinery
IRDM,55.75,7.0,34.43,4264174924.0,Communications,Specialty Telecommunications
IRM,59.52,9.0,68.56,20018803726.0,Finance,Real Estate Investment Trusts
IRT,20.4,5.0,14.88,3432179212.0,Finance,Real Estate Investment Trusts
IRTC,138.53,5.0,121.07,3710887352.000001,Health Technology,Medical Specialties
IRWD,12.45,5.0,14.9,2326322690.0,Health Technology,Pharmaceuticals: Major
ISRG,355.36,10.0,386.94,136328971721.00002,Health Technology,Medical Specialties
IT,382.54,9.0,456.18,35558595608.00001,Technology Services,Internet Software/Services
ITCI,196.43,9.0,71.6,6890649865.0,Health Technology,Pharmaceuticals: Major
ITGR,98.98,10.0,105.57,3518294293.9999995,Health Technology,Medical Specialties
ITRI,68.08,7.0,75.43,3431519742.0,Electronic Technology,Electronic Equipment/Instruments
ITW,249.93,8.0,254.51,76578459659.00002,Producer Manufacturing,Auto Parts: OEM
IVT,26.43,5.0,25.32,1709893354.0,Finance,Real Estate Investment Trusts
IVZ,17.04,7.0,15.91,7152410640.0,Finance,Investment Managers
J,146.59,7.0,143.17,17989450303.0,Technology Services,Data Processing Services
JACK,98.89,6.0,77.08,1507461327.0,Consumer Services,Restaurants
JAMF,38.0,4.0,19.46,2447985693.0,Technology Services,Packaged Software
JAZZ,152.17,7.0,122.67,7722924402.0,Health Technology,Pharmaceuticals: Major
JBGS,28.24,1.0,16.85,1612549227.0,Finance,Real Estate Investment Trusts
JBI,0.0,10.0,14.96,2196553092.9999995,Producer Manufacturing,Building Products
JBLU,10.17,6.0,5.8,1933078042.0000005,Transportation,Airlines
JBSS,97.61,4.0,99.26,1151424541.0000002,Consumer Non-Durables,Food: Specialty/Candy
JBT,105.33,4.0,101.76,3239910965.0,Producer Manufacturing,Industrial Machinery
JCI,70.34,7.0,55.11,37556200684.00001,Producer Manufacturing,Industrial Machinery
JELD,17.49,8.0,19.28,1642946953.0,Non-Energy Minerals,Forest Products
JHX,34.54,7.0,38.65,16741323929.364378,Non-Energy Minerals,Construction Materials
JJSF,178.13,4.0,146.02,2829845558.0,Consumer Non-Durables,Food: Specialty/Candy
JKHY,204.44,5.0,174.05,12675748657.0,Technology Services,Packaged Software
JLL,196.14,5.0,179.42,8535537640.0,Finance,Real Estate Development
JNJ,188.19,9.0,156.4,376498352788.0,Health Technology,Pharmaceuticals: Major
JNPR,33.85,9.0,36.95,11894477905.0,Technology Services,Information Technology Services
JWN,22.3,6.0,19.08,3097309701.0,Retail Trade,Department Stores
K,60.29,8.0,54.94,18818034313.0,Consumer Non-Durables,Food: Specialty/Candy
KAI,232.78,6.0,300.06,3512831227.0,Producer Manufacturing,Industrial Machinery
KALU,75.44,7.0,64.85,1038538547.0000002,Non-Energy Minerals,Aluminum
KAR,18.33,5.0,14.36,1551145094.0,Commercial Services,Miscellaneous Commercial Services
KBH,49.16,5.0,60.66,4602094326.0,Consumer Durables,Homebuilding
KBR,53.48,10.0,53.65,7242985972.999999,Technology Services,Information Technology Services
KD,0.0,10.0,21.35,4912706562.999999,Technology Services,Data Processing Services
KEN,55.68,4.0,23.68,1276219716.0,Utilities,Electric Utilities
KEP,10.98,4.0,7.68,9782762699.707218,Utilities,Electric Utilities
KEX,85.09,8.0,84.5,4982965103.0,Transportation,Marine Shipping
KEYS,172.27,2.0,161.18,28153149164.0,Electronic Technology,Electronic Equipment/Instruments
KFRC,63.37,7.0,68.12,1345983187.0,Commercial Services,Personnel Services
KFY,70.94,8.0,59.0,3099926449.0000005,Commercial Services,Personnel Services
KGC,6.53,5.0,5.32,6531363810.052999,Non-Energy Minerals,Precious Metals
KIM,21.62,9.0,20.02,13494964946.0,Finance,Real Estate Investment Trusts
KKR,46.11,9.0,96.55,85447589499.0,Finance,Investment Managers
KLAC,471.82,8.0,618.49,83640663715.00002,Electronic Technology,Electronic Equipment/Instruments
KLIC,35.76,1.0,47.55,2679019567.0,Producer Manufacturing,Industrial Machinery
KMB,137.94,7.0,120.27,40644167751.0,Consumer Non-Durables,Household/Personal Care
KMI,16.93,7.0,16.63,36964728519.99999,Industrial Services,Oil & Gas Pipelines
KMT,28.9,2.0,23.79,1885828211.0,Producer Manufacturing,Industrial Machinery
KMX,80.6,3.0,73.3,11575624707.000002,Retail Trade,Specialty Stores
KN,17.06,7.0,15.91,1435991223.0,Electronic Technology,Electronic Components
KNF,0.0,7.0,68.14,3854421891.0,Non-Energy Minerals,Construction Materials
KNSA,0.0,9.0,19.02,1337835524.0000002,Health Technology,Pharmaceuticals: Major
KNTK,0.0,10.0,32.57,4924114182.0,Industrial Services,Oil & Gas Pipelines
KNX,59.3,6.0,59.93,9670844417.0,Transportation,Trucking
KO,68.46,10.0,59.83,258669871275.9999,Consumer Non-Durables,Beverages: Non-Alcoholic
KOF,87.28,9.0,97.72,5135033578.045987,Consumer Non-Durables,Beverages: Non-Alcoholic
KOS,5.05,6.0,5.77,2654948535.0,Energy Minerals,Integrated Oil
KR,47.51,8.0,45.44,32690601121.0,Retail Trade,Food Retail
KRC,56.33,7.0,34.97,4140133340.000001,Finance,Real Estate Investment Trusts
KRG,23.28,7.0,21.64,4747541998.0,Finance,Real Estate Investment Trusts
KROS,0.0,7.0,51.3,1716466028.9999998,Health Technology,Pharmaceuticals: Major
KRP,12.15,7.0,15.27,2875493959.0,Miscellaneous,Investment Trusts/Mutual Funds
KRTX,0.0,1.0,316.12,11978917558.0,Health Technology,Pharmaceuticals: Major
KRYS,0.0,9.0,111.03,3131748713.0,Health Technology,Biotechnology
KSS,45.84,6.0,26.92,2980370486.0,Retail Trade,Department Stores
KTB,48.85,6.0,61.82,3473057035.0,Consumer Non-Durables,Apparel/Footwear
KTOS,18.48,10.0,17.74,2287371252.0,Electronic Technology,Aerospace & Defense
KVUE,0.0,5.0,19.33,37016855469.0,Consumer Non-Durables,Household/Personal Care
KW,22.23,7.0,9.82,1368817992.9999998,Finance,Real Estate Development
KWR,202.67,7.0,190.46,3425407353.0000005,Process Industries,Chemicals: Specialty
KYMR,40.67,9.0,33.98,2017444645.0,Health Technology,Biotechnology
LAD,362.89,5.0,292.92,8061023139.0,Retail Trade,Specialty Stores
LAMR,109.61,7.0,105.67,10778145827.0,Finance,Real Estate Investment Trusts
LANC,204.37,2.0,188.16,5178351444.000001,Consumer Non-Durables,Food: Specialty/Candy
LAUR,18.13,6.0,13.02,2048923038.9999995,Commercial Services,Miscellaneous Commercial Services
LAZ,36.44,7.0,39.05,3413550356.0000005,Finance,Investment Banks/Brokers
LBRDA,132.36,1.0,59.84,8762154937.0,Communications,Wireless Telecommunications
LBRDK,132.38,6.0,59.88,8762154937.0,Communications,Wireless Telecommunications
LBRT,22.67,9.0,19.31,3255826610.9999995,Industrial Services,Oilfield Services/Equipment
LBTYA,23.72,8.0,19.06,7655037807.0,Communications,Specialty Telecommunications
LBTYK,24.88,4.0,20.15,7655037807.0,Communications,Specialty Telecommunications
LCID,34.32,1.0,3.51,8035896467.0,Consumer Durables,Motor Vehicles
LCII,107.13,4.0,112.77,2855852500.9999995,Producer Manufacturing,Miscellaneous Manufacturing
LDOS,111.89,9.0,113.27,15575352179.000002,Electronic Technology,Aerospace & Defense
LEN,124.69,6.0,153.29,42674058298.99999,Consumer Durables,Homebuilding
LEN.B,111.84,,142.21,42674058298.99999,Consumer Durables,Homebuilding
LESL,15.88,7.0,7.66,1413370841.0,Retail Trade,Specialty Stores
LEVI,18.48,6.0,17.83,7092260743.0,Consumer Non-Durables,Apparel/Footwear
LFST,0.0,3.0,6.47,2449590532.0,Health Services,Medical/Nursing Services
LFUS,259.75,4.0,241.91,6024264490.0,Electronic Technology,Electronic Production Equipment
LGF.A,11.23,5.0,10.8,2432090134.0000005,Consumer Services,Movies/Entertainment
LGF.B,10.5,4.0,10.1,2432090134.0,Consumer Services,Movies/Entertainment
LGIH,122.6,7.0,118.96,2803157664.0,Consumer Durables,Homebuilding
LGND,46.69,10.0,75.41,1314845578.0,Health Technology,Pharmaceuticals: Major
LH,198.22,9.0,222.8,18915720599.0,Health Services,Services to the Health Industry
LHX,256.95,6.0,209.3,39670775466.0,Electronic Technology,Aerospace & Defense
LII,357.52,5.0,448.35,15902946188.0,Producer Manufacturing,Industrial Machinery
LILA,10.06,2.0,6.78,1402397005.0,Communications,Major Telecommunications
LILAK,10.17,1.0,6.86,1402397005.0,Communications,Major Telecommunications
LIN,369.83,6.0,414.0,200744668213.0,Process Industries,Chemicals: Specialty
LITE,73.77,8.0,45.585,3054194939.0,Producer Manufacturing,Electrical Products
LIVN,65.81,7.0,50.71,2731789380.0,Health Technology,Medical Specialties
LKQ,61.57,7.0,47.54,12721624741.0,Consumer Durables,Automotive Aftermarket
LLY,394.47,9.0,735.68,698386351446.0,Health Technology,Pharmaceuticals: Major
LMT,463.19,6.0,427.0,103181687088.0,Electronic Technology,Aerospace & Defense
LNG,142.95,8.0,159.02,37887287630.0,Industrial Services,Oil & Gas Pipelines
LNN,140.59,5.0,128.68,1419460672.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
LNT,60.6,9.0,47.48,12115903191.0,Utilities,Electric Utilities
LNTH,90.75,7.0,55.56,3805257748.000001,Health Technology,Medical Specialties
LNW,79.69,9.0,85.45,7694550177.0,Consumer Services,Casinos/Gaming
LOGI,72.08,7.0,84.6,14193817410.843245,Electronic Technology,Computer Peripherals
LOMA,1.33,5.0,6.22,1124719424.243268,Non-Energy Minerals,Construction Materials
LOPE,137.02,9.0,132.06,3963191084.999999,Commercial Services,Miscellaneous Commercial Services
LPL,5.19,2.0,4.37,4135492422.8060575,Electronic Technology,Electronic Production Equipment
LPX,58.03,7.0,69.12,4984568284.000001,Non-Energy Minerals,Forest Products
LRCX,530.41,8.0,864.36,113320184416.0,Producer Manufacturing,Industrial Machinery
LRN,43.01,10.0,60.12,2607596705.0,Consumer Services,Other Consumer Services
LSCC,84.86,5.0,68.05,9392831772.0,Electronic Technology,Semiconductors
LSPD,28.7,6.0,14.8,2258261669.507538,Technology Services,Packaged Software
LSTR,156.47,3.0,190.51,6848137506.000001,Transportation,Trucking
LSXMB,31.4,,30.7601,10045925714.05282,Consumer Services,Movies/Entertainment
LSXMK,31.23,,30.23,9872780000.0,Consumer Services,Movies/Entertainment
LTC,41.19,6.0,30.64,1268854149.0,Finance,Real Estate Investment Trusts
LTH,0.0,1.0,13.67,2684909747.0000005,Consumer Services,Other Consumer Services
LULU,503.44,6.0,472.98,62105487428.0,Retail Trade,Internet Retail
LUV,47.59,8.0,32.33,19290164046.000004,Transportation,Airlines
LVS,109.91,6.0,53.61,40401646928.0,Consumer Services,Casinos/Gaming
LVWR,0.0,5.0,10.82,2191523280.0,Consumer Durables,Recreational Products
LW,125.86,10.0,100.88,14564297157.000002,Consumer Non-Durables,Food: Specialty/Candy
LXP,10.92,5.0,9.03,2649090856.0,Finance,Real Estate Investment Trusts
LYB,91.18,9.0,94.98,30773521088.000004,Process Industries,Chemicals: Specialty
LYFT,16.57,3.0,12.78,5022415850.0,Transportation,Other Transportation
LYV,206.15,9.0,88.0,20268631958.000004,Consumer Services,Movies/Entertainment
LZ,0.0,7.0,10.41,1956393448.0,Commercial Services,Miscellaneous Commercial Services
LZB,27.82,5.0,37.65,1610648923.0,Consumer Durables,Home Furnishings
M,20.57,6.0,19.24,5273170291.0,Retail Trade,Department Stores
MA,460.07,10.0,458.26,428014849121.0,Commercial Services,Miscellaneous Commercial Services
MAA,181.57,8.0,124.48,14525260392.0,Finance,Real Estate Investment Trusts
MAC,11.38,6.0,17.13,3690626901.0,Finance,Real Estate Investment Trusts
MAN,84.56,2.0,72.93,3559626057.9999995,Commercial Services,Personnel Services
MANH,209.03,9.0,247.02,15208086820.0,Technology Services,Packaged Software
MANU,21.1,8.0,21.7,3540549316.0,Consumer Services,Movies/Entertainment
MAR,240.93,6.0,249.58,73299486476.0,Consumer Services,Hotels/Resorts/Cruise lines
MAS,56.57,7.0,73.32,16460405939.0,Producer Manufacturing,Building Products
MASI,250.81,4.0,136.67,7221814771.0,Health Technology,Medical Specialties
MAT,21.61,9.0,18.87,6665500128.0,Consumer Durables,Recreational Products
MATX,86.34,4.0,118.58,4142578051.999999,Transportation,Marine Shipping
MBC,0.0,6.0,14.72,1865941294.0,Consumer Durables,Home Furnishings
MBLY,0.0,7.0,26.44,21314552410.0,Technology Services,Packaged Software
MC,39.47,1.0,55.22,4028490752.0,Finance,Investment Banks/Brokers
MCHP,83.28,9.0,84.35,45581721868.0,Electronic Technology,Semiconductors
MCK,442.91,10.0,494.23,65763473295.99999,Distribution Services,Medical Distributors
MCO,349.04,10.0,398.0,72834000000.0,Commercial Services,Financial Publishing/Services
MCRI,94.16,7.0,70.8,1349980618.9999998,Consumer Services,Hotels/Resorts/Cruise lines
MCW,10.69,9.0,8.98,2820347700.0,Consumer Services,Other Consumer Services
MDB,500.47,5.0,475.12,34293037680.000004,Technology Services,Packaged Software
MDC,37.05,8.0,62.4,4658865275.0,Consumer Durables,Homebuilding
MDLZ,81.07,8.0,74.76,100662654571.0,Consumer Non-Durables,Food: Specialty/Candy
MDT,93.3,10.0,86.18,114589607709.99998,Health Technology,Medical Specialties
MDU,20.06,7.0,19.88,4048330861.999999,Utilities,Gas Distributors
MEDP,326.27,7.0,318.43,9770526121.999998,Commercial Services,Miscellaneous Commercial Services
MELI,1783.48,10.0,1732.83,87611078510.99998,Retail Trade,Internet Retail
MEOH,44.39,9.0,45.97,3097802952.560912,Process Industries,Chemicals: Specialty
META,343.94,8.0,470.0,1198220477495.0,Technology Services,Internet Software/Services
MGEE,81.6,3.0,64.59,2335792068.0,Utilities,Electric Utilities
MGM,63.64,9.0,46.43,15859716160.0,Consumer Services,Casinos/Gaming
MGNI,15.01,4.0,9.32,1284771543.0000002,Technology Services,Packaged Software
MGPI,104.92,7.0,85.57,1883918807.0,Process Industries,Agricultural Commodities/Milling
MGRC,119.29,8.0,129.74,3178141402.0,Finance,Finance/Rental/Leasing
