Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
JUCY,Aptus Enhanced Yield ETF,24.47,0.08179959,0.02,Buy,85458,2091157.26,,,,Miscellaneous,Investment Trusts/Mutual Funds
JTAI,Jet.AI Inc.,3.04,-3.49206349,-0.11,Sell,70567,214523.68,26493731.00000001,26.27484875,0.1157,Technology Services,Packaged Software
JT,Jianpu Technology Inc.,0.93,8.53075038,0.0731,Sell,45238,42071.34,19736831,,-0.3909,Technology Services,Internet Software/Services
JSTC,Adasina Social Justice All Cap Global ETF,15.8148,-0.59836581,-0.0952,Sell,593,9378.1764,,,,Miscellaneous,Investment Trusts/Mutual Funds
JSPR,"Jasper Therapeutics, Inc.",0.82,10.96075778,0.081,Sell,546174,447862.68,90856340,,-0.9938,Health Technology,Biotechnology
JSML,Janus Henderson Small Cap Growth Alpha ETF,52.09,-1.66131773,-0.88,Sell,7636,397759.24,,,,Miscellaneous,Investment Trusts/Mutual Funds
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,59.65,-1.14352005,-0.69,Sell,34414,2052795.1,,,,Miscellaneous,Investment Trusts/Mutual Funds
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",18.1,-0.16547159,-0.03,Sell,19787,358144.7,2174241292,,,Finance,Finance/Rental/Leasing
JSCP,JPMorgan Short Duration Core Plus ETF,45.51,-0.10974539,-0.05,Strong Sell,32997,1501693.47,,,,Miscellaneous,Investment Trusts/Mutual Funds
JRVR,"James River Group Holdings, Ltd.",14.96,1.14942529,0.17,Neutral,656642,9823364.32,562791476,17.06983113,0.9553,Finance,Multi-Line Insurance
JRSH,"Jerash Holdings (US), Inc.",3.31,0.60790274,0.02,Sell,8693,28773.83,40695919.00000001,34.08856849,0.0971,Consumer Non-Durables,Apparel/Footwear
JRS,Nuveen Real Estate Income Fund,6.99,0.14326648,0.01,Sell,83322,582420.78,201959000,,-0.2735,Miscellaneous,Investment Trusts/Mutual Funds
JRNY,ALPS Global Travel Beneficiaries ETF,22.5872,0.02568486,0.0058,Sell,20,451.744,,,,Miscellaneous,Investment Trusts/Mutual Funds
JRI,Nuveen Real Asset Income and Growth Fund,10.84,-1.00456621,-0.11,Strong Sell,100610,1090612.4,297598000,,-2.6834,Miscellaneous,Investment Trusts/Mutual Funds
JRE,Janus Henderson U.S. Real Estate ETF,22.0275,-0.45057667,-0.0997,Sell,51,1123.4025,,,,Miscellaneous,Investment Trusts/Mutual Funds
JQUA,JPMorgan U.S. Quality Factor ETF,44.57,-1.32831525,-0.6,Sell,503429,22437830.53,,,,Miscellaneous,Investment Trusts/Mutual Funds
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,5.06,-0.58939096,-0.03,Sell,601483,3043503.98,686181000,,-0.3865,Miscellaneous,Investment Trusts/Mutual Funds
JPXN,iShares JPX-Nikkei 400 ETF,66.92,-0.57940871,-0.39,Buy,8552,572299.84,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPUS,JPMorgan Diversified Return U.S. Equity ETF,97.3896,-0.97379389,-0.9577,Sell,4852,472534.3392,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPT,Nuveen Preferred and Income Fund,15.7,0.19144863,0.03,Sell,2257,35434.9,107486000,,,Miscellaneous,Investment Trusts/Mutual Funds
JPSV,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Active Small Cap Value ETF,49.8554,1.48723252,0.7306,Neutral,11,548.4094,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPST,JPMorgan Ultra-Short Income ETF,50.11,0,0,Neutral,1957781,98104405.91,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPSE,JPMorgan Diversified Return U.S. Small Cap Equity ETF,40.52,-0.90486672,-0.37,Sell,32897,1332986.44,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPS,Nuveen Preferred & Income Securities Fund,6.23,-0.47923323,-0.03,Strong Sell,439674,2739169.02,1281580000,,,Miscellaneous,Investment Trusts/Mutual Funds
JPRE,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Realty Income ETF,41.7857,-0.39165673,-0.1643,Buy,1837,76760.3309,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPMO,Tidal Trust II YieldMax JPM Option Income Strategy ETF,20.36,-0.081466,-0.0166,,9297,189286.92,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPME,JPMorgan Diversified Return U.S. Mid Cap Equity ETF,86.5804,-0.88184754,-0.7703,Strong Sell,10547,913163.4788,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPMB,JPMorgan USD Emerging Markets Sovereign Bond ETF,37.975,-0.30715111,-0.117,Sell,1128,42835.8,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",18.98,0.10548523,0.02,Buy,78286,1485868.28,432454532273,1.22083786,15.5693,Finance,Major Banks
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.97,-0.24975025,-0.05,Neutral,170776,3410396.72,432454532273,1.28451697,15.5693,Finance,Major Banks
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",19.73,-0.35353535,-0.07,Neutral,187646,3702255.58,432454532273,1.26907961,15.5693,Finance,Major Banks
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",20.77,-0.2401537,-0.05,Neutral,28714,596389.78,432454532273,1.33597484,15.5693,Finance,Major Banks
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.53,0.12244898,0.03,Buy,114756,2814964.68,432454532273,1.57782681,15.5693,Finance,Major Banks
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.25,-0.07914523,-0.02,Buy,140052,3536313,432454532273,1.62413888,15.5693,Finance,Major Banks
JPM,JP Morgan Chase & Co.,148.81,-0.29480737,-0.44,Buy,19863381,2955870024.23,432454532273,9.57180624,15.5693,Finance,Major Banks
JPLD,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Limited Duration Bond ETF,49.9801,0.02021213,0.0101,Buy,89383,4467371.2783,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPIN,JPMorgan Diversified Return International Equity ETF,52.83,-0.09455371,-0.05,Buy,9766,515937.78,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPIE,JPMorgan Income ETF,44.57,-0.22386389,-0.1,Strong Sell,95607,4261203.99,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPIB,J.P. Morgan Exchange-Traded Fund Trust JPMorgan International Bond Opportunities ETF,45.92,-0.152207,-0.07,Sell,38176,1753041.92,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPI,Nuveen Preferred and Income Term Fund,17.16,-0.40626814,-0.07,Strong Sell,29990,514628.4,390586000,,-1.779,Miscellaneous,Investment Trusts/Mutual Funds
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,51.62,-0.55252876,-0.2868,Buy,13766,710600.92,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPEF,JPMorgan Equity Focus ETF,49.0137,-1.32132072,-0.6563,Sell,10555,517339.6035,,,,Miscellaneous,Investment Trusts/Mutual Funds
JPC,Nuveen Preferred & Income Opportunities Fund,6.34,-0.31446541,-0.02,Sell,301855,1913760.7,666106000,,,Miscellaneous,Investment Trusts/Mutual Funds
JOUT,Johnson Outdoors Inc.,54.9,-0.57950018,-0.32,Sell,85399,4688405.1,556749040,12.4278438,4.5597,Consumer Durables,Recreational Products
JOJO,ATAC Credit Rotation ETF,14.4794,-0.24526352,-0.0356,Sell,8,115.8352,,,,Miscellaneous,Investment Trusts/Mutual Funds
JOF,Japan Smaller Capitalization Fund Inc,7.36,-0.80862534,-0.06,Buy,41752,307294.72,,,,Miscellaneous,Investment Trusts/Mutual Funds
JOET,Virtus Terranova U.S. Quality Momentum ETF,28.69,-1.10306791,-0.32,Sell,8351,239590.19,,,,Miscellaneous,Investment Trusts/Mutual Funds
JOE,St. Joe Company (The),57.2,-1.27718329,-0.74,Sell,495490,28342028,3338880721.0000005,39.06036602,1.4661,Finance,Real Estate Development
JOBY,"Joby Aviation, Inc.",6.54,-5.76368876,-0.4,Sell,12290300,80378562,4537447902.000001,,-0.8799,Electronic Technology,Aerospace & Defense
JOB,GEE Group Inc.,0.62,9.92907801,0.056,Strong Buy,1071714,664462.68,70150353,8.49315068,0.0735,Commercial Services,Personnel Services
JOAN,"JOANN, Inc.",0.9,-1.70380079,-0.0156,Sell,103733,93359.7,37715191,,-5.7264,Retail Trade,Specialty Stores
JNVR,Janover Inc.,1.42,-1.38888889,-0.02,Buy,34180,48535.6,14193000,,,Finance,Finance/Rental/Leasing
JNUG,Direxion Daily Junior Gold Miners Index Bull 2X Shares,31.73,4.82325735,1.46,Buy,1894353,60107820.69,,,,Miscellaneous,Investment Trusts/Mutual Funds
JNPR,"Juniper Networks, Inc.",28.43,0.28218695,0.08,Sell,7663001,217859118.43,9136268819.999998,22.73308812,1.2763,Technology Services,Information Technology Services
JNK,SPDR Bloomberg High Yield Bond ETF,91.58,-0.32651284,-0.3,Sell,7372407,675165033.06,,,,Miscellaneous,Investment Trusts/Mutual Funds
JNJ,Johnson & Johnson,161.45,-1.39855869,-2.29,Strong Sell,13392073,2162150347.2999997,388773878809,32.70602058,4.9968,Health Technology,Pharmaceuticals: Major
JMUB,JPMorgan Municipal ETF,49.21,-0.14204545,-0.07,Strong Sell,69262,3408383.02,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMST,JPMorgan Ultra-Short Municipal Income ETF,50.51,0.01980198,0.01,Strong Sell,273798,13829536.98,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMSI,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Sustainable Municipal Income ETF,49.06,-0.10181226,-0.05,Strong Sell,13959,684828.54,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMSB,"John Marshall Bancorp, Inc.",18.24,0.21978022,0.04,Neutral,59458,1084513.92,257660749,9.56927758,1.9198,Finance,Regional Banks
JMOM,JPMorgan U.S. Momentum Factor ETF,42.2264,-1.24212127,-0.5311,Sell,6522,275400.5808,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMM,Nuveen Multi-Market Income Fund (MA),5.7501,-0.171875,-0.0099,Sell,2127,12230.4627,54409500,34.72282609,0.1656,Miscellaneous,Investment Trusts/Mutual Funds
JMIA,Jumia Technologies AG,2.8,-2.43902439,-0.07,Sell,900069,2520193.2,281725579,,-1.6246,Technology Services,Internet Software/Services
JMHI,J.P. Morgan Exchange-Traded Fund Trust JPMorgan High Yield Municipal ETF,48.295,-0.17569243,-0.085,Sell,6395,308846.525,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMEE,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Market Expansion Enhanced Equity ETF,49.63,-0.95176513,-0.4769,Sell,9955,494066.65,,,,Miscellaneous,Investment Trusts/Mutual Funds
JMBS,Janus Henderson Mortgage-Backed Securities ETF,44.33,-0.22507315,-0.1,Strong Sell,322890,14313713.7,,,,Miscellaneous,Investment Trusts/Mutual Funds
JLS,Nuveen Mortgage and Income Fund,16.23,0.24706609,0.04,Sell,2838,46060.74,89061200,15.68419018,1.0348,Miscellaneous,Investment Trusts/Mutual Funds
JLL,Jones Lang LaSalle Incorporated,154.24,-1.31797825,-2.06,Strong Sell,681722,105148801.28,7354497707.999999,24.23975735,6.4696,Finance,Real Estate Development
JKS,JinkoSolar Holding Company Limited,30.03,-1.73429319,-0.53,Sell,830470,24939014.1,1542988905,3.8505924,9.5047,Electronic Technology,Semiconductors
JKHY,"Jack Henry & Associates, Inc.",154.49,1.1391162,1.74,Sell,725920,112147380.80000003,11267749388.999998,30.79944179,5.0284,Technology Services,Packaged Software
JJSF,J & J Snack Foods Corp.,171.84,-1.17322291,-2.04,Buy,197175,33882552,3314758944,50.40922292,3.4204,Consumer Non-Durables,Food: Specialty/Candy
JIVE,JPMorgan International Value ETF,48.704,0.23317219,0.1133,,2,97.408,,,,Miscellaneous,Investment Trusts/Mutual Funds
JIRE,J.P. Morgan Exchange-Traded Fund Trust JPMorgan International Research Enhanced Equity ETF,56.4968,-0.07640608,-0.0432,Buy,87446,4940419.1728,,,,Miscellaneous,Investment Trusts/Mutual Funds
JILL,"J. Jill, Inc.",26.66,-1.14942529,-0.31,Buy,98638,2629689.08,282668114,12.86741638,2.1105,Retail Trade,Apparel/Footwear Retail
JIG,JPMorgan International Growth ETF,55.9341,-0.48428735,-0.2722,Sell,4860,271839.726,,,,Miscellaneous,Investment Trusts/Mutual Funds
JIDA,JPMorgan ActiveBuilders International Equity ETF,45.4046,-0.25351494,-0.1154,Buy,4204,190880.9384,,,,Miscellaneous,Investment Trusts/Mutual Funds
JIB,Janus Henderson Sustainable & Impact Core Bond ETF,40.845,-0.26858747,-0.11,Strong Sell,1,40.845,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHX,James Hardie Industries plc,28.34,-2.24215247,-0.65,Sell,46088,1306133.92,12440835257.11767,24.84657198,1.1421,Non-Energy Minerals,Construction Materials
JHSC,John Hancock Multifactor Small Cap ETF,33.0797,-1.07745215,-0.3603,Sell,9997,330697.7609,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHS,John Hancock Income Securities Trust,10.57,-0.84427767,-0.09,Strong Sell,5082,53716.74,123105000,,-0.5317,Miscellaneous,Investment Trusts/Mutual Funds
JHPI,John Hancock Exchange-Traded Fund Trust John Hancock Preferred Income ETF,21.155,0.02364066,0.005,Buy,1647,34842.285,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHMM,John Hancock Multifactor Mid Cap ETF,48.77,-0.87398374,-0.43,Sell,137977,6729138.29,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHML,John Hancock Multifactor Large Cap ETF,54.83,-1.11812444,-0.62,Sell,14527,796515.41,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHMD,John Hancock Exchange-Traded Fund Trust John Hancock Multifactor Developed International ETF,30.8841,-0.14839961,-0.0459,Buy,8649,267116.5809,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHMB,John Hancock Mortgage-Backed Securities ETF,21.09,-0.28368794,-0.06,Strong Sell,7603,160347.27,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHID,John Hancock Exchange-Traded Fund Trust John Hancock International High Dividend ETF,27.6478,0.81533828,0.2236,Buy,1,27.6478,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHI,John Hancock Investors Trust,12.51,-0.59594756,-0.075,Strong Sell,22865,286041.15,108925000,,-0.6888,Miscellaneous,Investment Trusts/Mutual Funds
JHG,Janus Henderson Group plc,27.5,0.0727802,0.02,Buy,2002831,55077852.5,4555592613,13.02638435,2.1148,Finance,Investment Managers
JHEM,John Hancock Multifactor Emerging Markets ETF,24.4742,-0.28398095,-0.0697,Buy,7672,187766.0624,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHDV,John Hancock Exchange-Traded Fund Trust John Hancock U.S. High Dividend ETF,28.776,-0.29555148,-0.0853,Neutral,5,143.88,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHCB,John Hancock Corporate Bond ETF,20.375,-0.18811173,-0.0384,Strong Sell,13,264.875,,,,Miscellaneous,Investment Trusts/Mutual Funds
JHAA,Nuveen Corporate Income 2023 Target Term Fund,9.52,0,0,Buy,6671,63507.92,74498400,19.91215227,0.4781,Miscellaneous,Investment Trusts/Mutual Funds
JGRO,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Active Growth ETF,55.97,-1.70354759,-0.97,Sell,65254,3652266.38,,,,Miscellaneous,Investment Trusts/Mutual Funds
JGLO,JPMorgan Global Select Equity ETF,48.0265,-1.18329438,-0.5751,,7,336.1855,,,,Miscellaneous,Investment Trusts/Mutual Funds
JGH,Nuveen Global High Income Fund,11.5,0.52447552,0.06,Neutral,30415,349772.5,266540000.00000003,8.36911433,1.3741,Miscellaneous,Investment Trusts/Mutual Funds
JGGC,Jaguar Global Growth Corporation I,10.7,-0.09337068,-0.01,Buy,205,2193.5,189828270,58.53391685,0.1828,Finance,Financial Conglomerates
JG,Aurora Mobile Limited,0.1471,-1.27516779,-0.0019,Sell,124076,18251.5796,17593077,,-0.1092,Technology Services,Data Processing Services
JFWD,Jacob Funds Inc. Jacob Forward ETF,8.0938,-1.70150233,-0.1401,Sell,2897,23447.7386,,,,Miscellaneous,Investment Trusts/Mutual Funds
JFU,9F Inc.,2.7121,-4.83859649,-0.1379,Sell,2487,6744.9927,31930457,,-7.4236,Technology Services,Internet Software/Services
JFR,Nuveen Floating Rate Income Fund,8.09,-0.61425061,-0.05,Sell,445969,3607889.21,1084510000,,-0.292,Miscellaneous,Investment Trusts/Mutual Funds
JFIN,Jiayin Group Inc.,4.76,0,0,Sell,35258,167828.08,255540860,1.48032965,3.2155,Finance,Finance/Rental/Leasing
JFBR,Jeffs' Brands Ltd,0.4893,1.9375,0.0093,Sell,63051,30850.8543,3950710,,,Consumer Durables,Recreational Products
JEWL,Adamas One Corp.,0.98,20.98765432,0.17,Neutral,156027,152906.46,21713400,,-0.9453,Consumer Durables,Other Consumer Specialties
JETU,Bank Of Montreal MAX Airlines 3X Leveraged ETNs,18.718,0.38344998,0.0715,Sell,255,4773.09,,,,Miscellaneous,Investment Trusts/Mutual Funds
JETS,U.S. Global Jets ETF,18,0,0,Sell,5477775,98599950,,,,Miscellaneous,Investment Trusts/Mutual Funds
JETD,Bank Of Montreal MAX Airlines -3X Inverse Leveraged ETNs,31.0219,-0.4198673,-0.1308,Buy,18,558.3942,,,,Miscellaneous,Investment Trusts/Mutual Funds
JEQ,"abrdn Japan Equity Fund, Inc.",5.63,-0.88028169,-0.05,Sell,14909,83937.67,78327900,,-0.07,Miscellaneous,Investment Trusts/Mutual Funds
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,48.21,-1.04679803,-0.51,Neutral,1890500,91141005,,,,Miscellaneous,Investment Trusts/Mutual Funds
JEPI,JPMorgan Equity Premium Income ETF,55.19,-0.71955388,-0.4,Neutral,3465128,191243946.48,,,,Miscellaneous,Investment Trusts/Mutual Funds
JEMA,JPMorgan ActiveBuilders Emerging Markets Equity ETF,35.81,-0.44481512,-0.16,Sell,22890,819690.9,,,,Miscellaneous,Investment Trusts/Mutual Funds
JELD,"JELD-WEN Holding, Inc.",13.65,-2.08034433,-0.29,Sell,858890,11723848.5,1162816528,21.74259318,0.6351,Non-Energy Minerals,Forest Products
JEF,Jefferies Financial Group Inc.,38.67,1.23036649,0.47,Strong Buy,5546594,214486789.98,8542865583.999999,19.82568572,1.9915,Finance,Investment Banks/Brokers
JDST,Direxion Daily Junior Gold Miners Index Bear 2X Shares,6.8,-5.02793296,-0.36,Sell,8820655,59980454,,,,Miscellaneous,Investment Trusts/Mutual Funds
JD,"JD.com, Inc.",31.57,-0.47288777,-0.15,Sell,7347428,231958301.96,43365217973.847,15.92112562,2.0074,Retail Trade,Internet Retail
JCTR,JPMorgan Carbon Transition U.S. Equity ETF,60.5751,-1.17851462,-0.7224,Neutral,135,8177.6385,,,,Miscellaneous,Investment Trusts/Mutual Funds
JCTCF,Jewett-Cameron Trading Company,4.71,-0.63291139,-0.03,Neutral,2641,12439.11,16479814,,-0.1486,Distribution Services,Wholesale Distributors
JCSE,JE Cleantech Holdings Limited,0.5007,-5.52830189,-0.0293,Neutral,122588,61379.8116,7520510,8.76882662,0.0571,Producer Manufacturing,Industrial Machinery
JCPI,J P MORGAN EXCHANGE-TRADED FD TR JPMorgan Inflation Managed Bond ETF,45.64,-0.15313936,-0.07,Sell,34921,1593794.44,,,,Miscellaneous,Investment Trusts/Mutual Funds
JCPB,JPMorgan Core Plus Bond ETF,45.35,-0.17609509,-0.08,Sell,117713,5338284.55,,,,Miscellaneous,Investment Trusts/Mutual Funds
JCI,Johnson Controls International plc,57.13,0.017507,0.01,Sell,5428356,310121978.28000003,38866686232,19.08468348,3.0058,Producer Manufacturing,Industrial Machinery
JCHI,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Active China ETF,42.6387,-0.74513255,-0.3201,Strong Sell,303,12919.5261,,,,Miscellaneous,Investment Trusts/Mutual Funds
JCE,Nuveen Core Equity Alpha Fund,12.37,-0.88141026,-0.11,Strong Sell,12956,160265.72,198584000,6.55850697,1.8861,Miscellaneous,Investment Trusts/Mutual Funds
JBT,John Bean Technologies Corporation,109.01,-0.84591595,-0.93,Sell,592895,64631483.95,3470649773,27.27363707,4.0094,Producer Manufacturing,Industrial Machinery
JBSS,"John B. Sanfilippo & Son, Inc.",101.81,-0.20584199,-0.21,Sell,478702,48736650.62,1177988203,18.85544958,5.4297,Consumer Non-Durables,Food: Specialty/Candy
JBLU,JetBlue Airways Corporation,4.97,-3.11890838,-0.16,Sell,78317900,389242994.7,1656253947,65.22309711,0.0792,Transportation,Airlines
JBL,Jabil Inc.,106.06,-2.41074715,-2.62,Sell,1989295,210984627.7,13881281886,14.9285664,7.2641,Electronic Technology,Electronic Components
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,24.9067,0.02690763,0.0067,Sell,2522,62814.6974,,,,Finance,Finance/Rental/Leasing
JBI,"Janus International Group, Inc.",10.11,-3.16091954,-0.33,Strong Sell,9186081,92871278.91,1484421495,11.58606463,0.8731,Producer Manufacturing,Building Products
JBHT,"J.B. Hunt Transport Services, Inc.",194.36,1.92993497,3.68,Strong Buy,1539903,299295547.08000004,20086058875,23.72993102,8.2773,Transportation,Trucking
JBGS,JBG SMITH Properties,15.18,-2.12765957,-0.33,Sell,3096007,46997386.26,1570209077,,-0.2651,Finance,Real Estate Investment Trusts
JBBB,Janus Detroit Street Trust Janus Henderson B-BBB CLO ETF,47.645,0,0,Buy,24403,1162680.935,,,,Miscellaneous,Investment Trusts/Mutual Funds
JAZZ,Jazz Pharmaceuticals plc,132.49,-0.99387237,-1.33,Sell,1137507,150708302.43,8364731509,,-1.4054,Health Technology,Pharmaceuticals: Major
JAVA,JPMorgan Active Value ETF,53.2,-0.74626866,-0.4,Neutral,80980,4308136,,,,Miscellaneous,Investment Trusts/Mutual Funds
JAQCU,Jupiter Acquisition Corporation,10.33,0.5842259,0.06,Buy,400,4132,62095600,,,Finance,Financial Conglomerates
JAQC,Jupiter Acquisition Corporation,10.27,0,0,Buy,1001,10280.27,61734952.27934044,97.99618321,0.1048,Finance,Financial Conglomerates
JANZ,TrueShares Structured Outcome (January) ETF,28.928,-0.94168407,-0.275,Buy,1,28.928,,,,Miscellaneous,Investment Trusts/Mutual Funds
JANX,"Janux Therapeutics, Inc.",9.87,-5.36912752,-0.56,Strong Sell,107557,1061587.59,455390042,,-1.6249,Health Technology,Biotechnology
JANW,AllianzIM U.S. Large Cap Buffer20 Jan ETF,29.2452,-0.34111084,-0.1001,Buy,8987,262826.6124,,,,Miscellaneous,Investment Trusts/Mutual Funds
JANT,AllianzIM U.S. Large Cap Buffer10 Jan ETF,28.9923,-0.89864366,-0.2629,Buy,240,6958.152,,,,Miscellaneous,Investment Trusts/Mutual Funds
JAN,JanOne Inc.,0.432,4.17169038,0.0173,Sell,42428,18328.896,1808731,,-5.0038,Industrial Services,Environmental Services
JAMF,Jamf Holding Corp.,17.21,0.4084014,0.07,Neutral,869499,14964077.79,2158295807,,-0.9194,Technology Services,Packaged Software
JAKK,"JAKKS Pacific, Inc.",17.78,-3.73578776,-0.69,Strong Sell,130542,2321036.76,179102643,2.61955977,7.1665,Consumer Durables,Recreational Products
JAGX,"Jaguar Health, Inc.",0.2801,-9.05844156,-0.0279,Strong Sell,2231512,625046.5112,5354735,,-15.3352,Health Technology,Pharmaceuticals: Major
JACK,Jack In The Box Inc.,72.03,-1.94663763,-1.43,Sell,655352,47205004.56,1448376727.9999998,9.75236599,7.4194,Consumer Services,Restaurants
JAAA,Janus Henderson AAA CLO ETF,50.22,0.01991635,0.01,Buy,656818,32985399.96,,,,Miscellaneous,Investment Trusts/Mutual Funds
J,Jacobs Solutions Inc.,132.22,-1.32835821,-1.78,Neutral,1751644,231602369.68,16648818500.000002,22.7855518,5.831,Technology Services,Data Processing Services
IZRL,ARK Israel Innovative Technology ETF,18.6043,-0.56493854,-0.1057,Strong Sell,6417,119383.7931,,,,Miscellaneous,Investment Trusts/Mutual Funds
IZM,ICZOOM Group Inc.,8.0101,-11.1962306,-1.0099,Sell,55434,444031.8834,82715290.99999999,34.58592401,0.2316,Retail Trade,Internet Retail
IZEA,"IZEA Worldwide, Inc.",2.08,1.96078431,0.04,Sell,94102,195732.16,32007181.00000001,,-0.3633,Commercial Services,Advertising/Marketing Services
IYZ,iShares U.S. Telecommunications ETF,22.25,-1.02313167,-0.23,Sell,377781,8405627.25,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYY,iShares Dow Jones U.S. ETF,108.67,-1.16416553,-1.28,Neutral,17437,1894878.79,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYW,iShares U.S. Technology ETF,108.03,-1.8355293,-2.02,Sell,911703,98491275.09,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYT,iShares Trust iShares U.S. Transportation ETF,242.42,-0.46805715,-1.14,Sell,120438,29196579.96,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYR,iShares U.S. Real Estate ETF,84.58,-0.52922498,-0.45,Neutral,6497040,549519643.2,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYM,iShares U.S. Basic Materials ETF,131.15,-0.88422007,-1.17,Sell,58472,7668602.8,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYLD,iShares Morningstar Multi-Asset Income ETF,19.33,-0.05170631,-0.01,Buy,47280,913922.4,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYK,iShares U.S. Consumer Staples ETF,195.71,-0.64977918,-1.28,Sell,69730,13646858.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYJ,iShares U.S. Industrials ETF,104.71,-0.62636424,-0.66,Sell,302490,31673727.9,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYH,iShares U.S. Healthcare ETF,278.01,-0.86296045,-2.42,Sell,26128,7263845.28,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYG,iShares U.S. Financial Services ETF,162.96,-0.48851979,-0.8,Buy,136080,22175596.8,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYF,iShares U.S. Financial ETF,78.14,-0.57259193,-0.45,Buy,168545,13170106.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYE,iShares U.S. Energy ETF,48.3,-1.3681846,-0.67,Buy,424605,20508421.5,,,,Miscellaneous,Investment Trusts/Mutual Funds
IYC,iShares U.S. Consumer Discretionary ETF,70.51,-1.42597512,-1.02,Neutral,138809,9787422.59,,,,Miscellaneous,Investment Trusts/Mutual Funds
IXUS,iShares Core MSCI Total International Stock ETF,62.14,-0.28883184,-0.18,Buy,1450540,90136555.6,,,,Miscellaneous,Investment Trusts/Mutual Funds
IXSE,WisdomTree India Ex-State-Owned Enterprises Fund,34.4491,-0.43382506,-0.1501,Buy,17,585.6347,,,,Miscellaneous,Investment Trusts/Mutual Funds
IXP,iShares Global Comm Services ETF,70.48,-0.9008629,-0.6407,Buy,2157,152025.36,,,,Miscellaneous,Investment Trusts/Mutual Funds
