,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
1170,IPG,17.25,31.57,,9.6,7.3,7.8,12.2,-31.6,1.9,25.88,6.26,-1.81,28.76,1.77,,0.21,0.36,1.03,,278.62,217.41,2.84,1.29,Grey,0.5,3.97,10.7,8.96,26.49,9.76,8.21,1.55,1.39,9.35,0.22,4.03,10.71,18.39,3.46,-3.51,15.99,6.48,,,8.7,WACC vs ROIC,12.78,3.22,12.76,12.76,1.5,1.11,4/9,0.8,0.84,,21.59,,1.01,,,16.18,29.62,1.36,0.89,,1.03,5.42,71.7,16,26.52,,11.75,Beneish M-Score,6.36,16.62,ROIC,,10,"Interpublic Group of Companies, Inc. (The)",30.74,-0.99838969,-0.31,Sell,8172984,251237528.16,11832892356.000002,12.77108434,2.4258,Commercial Services,Advertising/Marketing Services
1171,IPGP,18.38,34.22,3.2,3,,-4.2,-13.6,-17.1,4.8,27.08,,-11.12,32.16,12.41,,4.8,60.43,8.43,221.34,20.02,59.75,0.07,0.01,Grey,,,18.09,13.01,32.59,,,2.11,2.67,5.53,0.89,,,-5.17,,,36.93,N/A,,N/A,7.73,WACC vs ROIC,14.75,1.98,46.98,46.98,,3.57,5/9,,,,44.23,2.06,0.64,5.93,2.91,22.23,,,1.23,2.03,6.28,3.75,16.37,7.92,4.29,,7.51,Beneish M-Score,0.23,18.63,ROIC,,10,IPG Photonics Corporation,100.06,0.20028039,0.2,Sell,902624,90316557.44,4739545016.0,46.77012246,2.1524,Electronic Technology,Semiconductors
1172,IQ,68.56,41.23,-5.8,-17.9,,16.1,78.5,68,-5,49.23,,-18.64,41.97,-0.2,,0.24,0.3,0.58,,98.91,30.56,2.78,1.41,Grey,,,22.17,7.91,14.37,10.46,2.59,1.26,1.34,4.51,0.25,,10.98,,32,1.55,26.86,2.79,,,2.87,WACC vs ROIC,8.22,3.04,36.54,36.54,2.42,0.92,7/9,,,,10.02,,,,,10.02,,,,,0.58,1.96,103.26,9.92,11.39,,5.05,Beneish M-Score,2.26,,ROIC,,,"iQIYI, Inc.",4.75,-0.21008403,-0.01,Sell,3841170,18245557.5,4544296010.0,36.70788253,0.1333,Technology Services,Internet Software/Services
1173,IQV,4.96,37.85,1.2,-0.2,,15,81.3,25.8,10.8,24.2,,11.47,32.69,2.12,,0.23,0.11,0.81,,96.22,31.95,4.62,2.44,Grey,,,26.94,17.02,32.57,15.07,13.03,3.15,3.52,3.71,0.22,,17.79,18.34,11.48,6.7,34.82,3.48,,,7.47,WACC vs ROIC,12.94,6.74,36.44,36.44,2.37,2.7,7/9,2.7,1.04,,25.31,,1.12,,,17.85,28.26,2.43,1.68,,0.81,4.36,224.28,9.93,19.47,,6.67,Beneish M-Score,3.43,56.46,ROIC,,10,"IQVIA Holdings, Inc.",211.71,-0.58696469,-1.25,Sell,2027171,429172372.41,38768813501.0,36.37066433,5.9059,Health Services,Services to the Health Industry
1174,IR,35.88,40.23,-25.5,35.5,,23.6,45.2,8.5,14.3,26.84,0.12,26.58,34.21,3.85,,0.73,0.43,2.29,99.67,67.61,63.74,1.9,0.29,Grey,0.05,0.12,28.39,19.7,30.81,18,15.3,3.86,4.44,3.52,0.63,0.12,20.62,9.73,14.92,10.73,40.14,7.45,,,10.89,WACC vs ROIC,16.23,2.83,38.31,39.23,2.93,4.14,7/9,,,,29.19,,,,,26.27,28.21,5.55,2.12,,1.62,4.8,67.49,7.74,7.73,,6.82,Beneish M-Score,2.93,,ROIC,,5,Ingersoll Rand Inc.,65.9,-0.99158654,-0.66,Sell,2848138,187692294.2,26649926026.000004,38.32063732,1.7375,Producer Manufacturing,Industrial Machinery
1175,IRDM,12.74,35.52,1.5,-6.8,,23,,48.5,7.4,34.26,0.54,-17.03,36.24,2.34,,0.83,0.07,2.16,64.84,36.48,41.09,3.85,1.48,Grey,,0.55,176.6,19.34,29.72,,16.78,8.68,9.58,0.57,0.36,1.09,144.93,11.57,,9.48,71.01,0.61,,,-2.53,WACC vs ROIC,5.65,5.94,,,,7.84,5/9,,,,24.45,,1.81,,,18.15,31.78,,3.23,6.21,1.71,-0.67,1.71,1.49,-1.77,,0.9,Beneish M-Score,4.96,190.2,ROIC,,6,Iridium Communications Inc,47.55,-1.57317326,-0.76,Sell,2294960,109125348.0,5946159110.999999,,-0.1562,Communications,Specialty Telecommunications
1176,IRM,11.53,55.2,-0.4,-24.5,0.3,8.9,26.9,-41.6,5.6,44.73,4.4,14.6,52.36,0.86,,0.07,0.01,0.78,,75.64,80.57,7.8,33.06,Grey,1.92,3.99,32.43,18.29,-259.74,24.56,14.88,5.18,6.16,3.08,0.03,4.14,37.59,8.38,,8.54,57.04,1.96,,,7.24,WACC vs ROIC,20.5,43.95,48.72,48.72,5.94,3.51,3/9,,,16.43,,,1.49,,,17.94,54.46,6.85,6.82,,0.78,2.35,12.97,7,68.36,,6.16,Beneish M-Score,-3.73,48.72,ROIC,,10,Iron Mountain Incorporated (Delaware),62.85,-1.51989972,-0.97,Buy,4229666,265834508.1,18342923963.0,48.50659875,1.303,Finance,Real Estate Investment Trusts
1177,IRON,284.04,50.86,,,,,,,,44.75,,140.67,48.19,,,39,,39.42,,,,,,,,,-12.29,-12.31,-12.33,-7.92,,,,-8.14,,,,,,,,,,,,,,3.26,,,,,,,,,,,,3.32,3.28,,,,,3.26,39.42,-30.18,-4308.5,-33.95,-31.87,,-2663.16,,-56.32,,,,,"Disc Medicine, Inc.",53.0,0.32178686,0.17,Buy,1889665,100152245.0,1212510258.0,,-3.9213,Health Technology,Biotechnology
1178,IRT,-14.23,38.71,-35,33.6,-9.1,10.5,1.3,31.7,7.8,37.31,2.4,-2.38,37.56,0.72,,0.01,0.01,0.13,,153.5,,7.16,0.75,Grey,1.81,3.67,38.45,16.7,43.19,,,8.87,9.53,2.6,0.55,4.05,,12.66,,,59.26,1.67,,,10.67,WACC vs ROIC,23.06,1,51.03,51.03,6.63,5.46,5/9,,,13.61,24.82,1.51,1.22,,,13.42,16.55,5.02,1.03,1,0.13,1.06,,2.88,1.94,,2.08,Beneish M-Score,-7.85,38.59,ROIC,,9,"Independence Realty Trust, Inc.",15.82,0.3170577,0.05,Sell,3381078,53488653.96,3648958263.0,51.31365553,0.3094,Finance,Real Estate Investment Trusts
1179,IRTC,-26.22,32.7,-4.2,16.1,,-16.3,-21.6,-1.8,17.4,19.04,,3.47,26.92,7.26,,1.84,1.27,2.71,38.91,19.66,43.36,-1.62,0.58,Grey,,,-29.79,-35.51,-56.53,,,4.81,6.28,-3.36,0.52,,,,,19.58,68.91,,,,-21.95,WACC vs ROIC,-22.16,12.35,,,,6.23,4/9,,,,,,,,75.44,,,,,12.4,2.55,-22.81,-64.96,-27.07,-42.43,,-54.7,Beneish M-Score,-0.14,,ROIC,,,"iRhythm Technologies, Inc.",90.53,-3.89596603,-3.67,Sell,455858,41268824.74,2768182882.0,,-3.2804,Health Technology,Medical Specialties
1180,IRWD,-9.62,35.24,0.7,,,29.4,36.2,299.7,-7.1,33.52,,-5.47,34.6,-7.12,,0.57,0.22,1.04,,,97.23,-0.95,-2.36,Grey,,,-2.29,-2.29,7.48,,,,4.61,-43.67,-0.57,,,,,,,,,,-214.68,WACC vs ROIC,-204.36,,,,,3.45,4/9,,,,5.74,,0.54,,,5.74,,,2.13,,1.04,-94.08,-794.63,-96.38,-214.57,,-206.07,Beneish M-Score,-2.48,,ROIC,,4,"Ironwood Pharmaceuticals, Inc.",8.34,-2.11267606,-0.18,Sell,12967851,108151877.34,1301283468.9999998,,-5.8932,Health Technology,Pharmaceuticals: Major
1181,ISRG,46.27,41.27,-0.2,9.9,,6.8,-1.8,-6.8,11.2,30.53,,30.93,38.92,34.78,,3.77,No Debt,5.22,145.11,27.16,46.95,,,Grey,,,63.18,51.04,87.11,35.19,30.54,12.24,15.38,1.58,0.85,,45.45,12,15.45,13.02,66.74,No Debt,,,21.38,WACC vs ROIC,24.34,8.72,74.07,74.07,6.92,15.85,6/9,4.22,6.74,,89.71,5.61,1.1,27.44,17.23,56.9,121.87,6.81,3.88,9.56,4.57,10.65,53.99,13.47,12.35,,16.91,Beneish M-Score,,89.29,ROIC,,10,"Intuitive Surgical, Inc.",295.54,-2.69967736,-8.2,Sell,2792090,825175165.22,103839363738.0,74.17055664,4.051,Health Technology,Medical Specialties
1182,IT,10.44,53.48,3.9,-35.1,,36.8,57.3,38.8,13.1,44.64,,7.51,52.24,4.61,,0.35,0.39,0.87,,16.74,83.44,2.03,5.14,Grey,,,23.07,20.14,29.88,22.61,19.02,4.64,5.21,4.33,0.08,,29.67,22.74,,8.43,68.43,9.82,,,16.08,WACC vs ROIC,19.99,47.25,30.34,30.34,0.75,4.88,8/9,1.3,1.04,,27.96,,1.33,,,25.03,28.89,1.21,3.04,,0.87,13.15,186.64,35.1,428.11,,12.86,Beneish M-Score,2.27,78.51,ROIC,,10,"Gartner, Inc.",350.14,-1.78952092,-6.38,Buy,907052,317595187.28,27599863055.000004,30.34378764,11.6527,Technology Services,Internet Software/Services
1183,ITCI,14.43,37.16,-19.5,25.3,,-0.2,-0.5,-7.3,,24.79,,32.01,34.03,28.13,,5.57,28.51,7.58,392.53,141.69,72.41,-0.09,0.03,Grey,,,-24.8,-24.87,-25.98,-37.66,-82.38,6.52,13.53,-4.03,0.85,,555.56,,,,92.71,N/A,,N/A,-50.63,WACC vs ROIC,-54.54,8.71,,,,14.73,4/9,,,,,,,13.01,8.93,,,,,8.71,7.13,-24.36,-216.98,-29.37,-27.95,,-177.82,Beneish M-Score,0.08,,ROIC,,,Intra-Cellular Therapies Inc.,55.03,-2.41177514,-1.36,Sell,1015135,55862879.05,5287918449.999999,,-1.9397,Health Technology,Pharmaceuticals: Major
1184,ITCL,18.52,36.75,-23.9,-18.6,-5,,27.1,,-13.4,33.8,7.55,12.94,33.97,,,,,,,,,,,,0.31,7.55,,,-13.69,,,,7.13,,,7.55,,2.26,,,,,,,40.5,,,,3.71,3.71,,,,,,,,,,,,1.58,,,,,,0.67,,,8.13,,,,,3.35,,,9,Banco Itau Chile,3.28,-2.81193517,-0.0949,Sell,180,590.4,2206913563.8078494,,,Finance,Major Banks
1185,ITGR,43.55,40.17,-0.5,6.6,,-4.6,-10.8,-29.4,2.7,43.31,,20.59,40.23,2.36,,0.19,0.04,3.08,70.43,36.07,56.16,4.68,0.74,Grey,,,28.3,16.5,116.75,,,2.34,2.51,3.53,0.51,,16.08,-1.43,,,25.91,3.13,,,4.77,WACC vs ROIC,10.27,1.87,38.36,38.91,,1.84,5/9,,,,84.77,,1,,,19.23,58.56,,1.33,,1.94,2.54,19.6,5.1,5.09,,4.97,Beneish M-Score,-5.53,32.14,ROIC,,9,Integer Holdings Corporation,81.32,-0.82926829,-0.68,Sell,557838,45363386.16,2708612955.0000005,38.84404108,2.1122,Health Technology,Medical Specialties
1186,ITRI,39.53,32.08,-4.2,10,,-40.2,,-66.5,-14,32.71,,30.45,29.53,2.09,,0.42,0.48,1.73,62.38,61.46,47.37,4.56,0.41,Grey,,,68.8,29.12,134.13,,25.27,1.38,1.62,1.45,0.48,,21.51,-1.88,,-1.86,30.73,10.58,,,2.01,WACC vs ROIC,4.13,2.39,74.52,74.52,,1.49,8/9,,,,125.68,9.63,1.35,,,64.63,,,1.73,27.9,1.26,1.62,15.69,2.42,3.37,,4.46,Beneish M-Score,0.07,,ROIC,,4,"Itron, Inc.",63.34,0.61953932,0.39,Sell,1113578,70534030.52000001,2879450846.0,74.42133709,0.8541,Electronic Technology,Electronic Equipment/Instruments
1187,ITT,34.07,49.77,2,4.8,21.6,8.3,6.4,-11.7,3.6,35.77,2.39,21.04,45.21,5.66,,0.39,0.94,1.56,93.45,68.8,72.51,0.78,0.21,Grey,0.22,1.14,15.75,13.12,26.03,13.75,11.3,2.41,2.63,6.35,0.6,1.17,17.09,8.16,12.41,5.41,32.39,46.36,,,13.47,WACC vs ROIC,16.72,3.48,19.37,19.37,3.12,2.62,7/9,1.68,2.24,,25.87,2.43,1.47,,28.08,19.6,25.33,3.4,2.14,6.85,1.07,11.31,47.3,20.69,19.43,,15.48,Beneish M-Score,1.69,25.42,ROIC,,10,ITT Inc.,99.39,-1.1831378,-1.19,Neutral,1351085,134284338.15,8159918798.0,19.35615798,5.155,Producer Manufacturing,Industrial Machinery
1188,ITUB,6.5,53.27,-0.2,6.8,8.9,,2.8,57.5,8.7,67,3.66,22.68,57.47,,,,,,,,,,,,0.47,4.1,,,4.93,,,2.76,3.5,,,5.23,6.93,41.96,8.8,7.27,,,,,21.03,,,1.29,9.02,9.02,2,1.54,,0.74,0.09,,2.35,0.7,0.75,,,2.16,3.14,1.12,0.28,1.49,,1.36,,,18.78,,,,-30.76,7.22,,,10,Itau Unibanco Banco Holding SA,5.63,-0.17730496,-0.01,Buy,21727720,122327063.6,51269367568.10999,9.06164494,0.6253,Finance,Major Banks
1189,ITW,21.9,43.06,1.6,2.3,6.9,5.9,8.1,-8.7,5.8,39.43,3.76,3.89,41.59,7.92,,0.23,0.11,1.59,77.61,24.01,71.42,1.79,2.66,Grey,0.52,2.2,19.01,17.35,30.84,18.36,16.23,4.66,4.96,5.26,0.2,2.35,22.68,6.81,8.69,3.66,41.74,16.67,,,19.3,WACC vs ROIC,24.58,23.41,23.57,23.57,7.86,4.56,7/9,1.6,2.04,,28.22,,1.3,,,24.03,25.2,,2.83,,1.11,19.91,91.62,38.09,98.97,,25.49,Beneish M-Score,3.62,28.89,ROIC,,10,Illinois Tool Works Inc.,238.31,-0.56744691,-1.36,Sell,1541503,367355579.93,72062636379.0,23.58477495,10.1376,Producer Manufacturing,Industrial Machinery
1190,IVT,-5.9,57.45,2.2,-2,64.6,0.7,-4.4,10.1,4.1,61.49,3.44,7.03,59.8,-0.93,,1.51,0.1,2.1,,180.91,46.77,5.86,0.53,Grey,14.02,3.43,61.59,17,24.25,,15.4,,9.75,1.62,0.62,3.52,,-0.1,,,68.7,0.97,,,1.62,WACC vs ROIC,13.82,1.05,422.59,422.59,,6.74,4/9,,,15.11,16.69,4.63,,,,13.23,18,,0.82,1.14,2.1,0.16,1480.57,1.6,0.25,,1.46,Beneish M-Score,-9.44,13.11,ROIC,,8,InvenTrust Properties Corp.,24.51,-0.60827251,-0.15,Strong Buy,557695,13669104.45,1655193010.0,413.32209106,0.0594,Finance,Real Estate Investment Trusts
1191,IVZ,-4.88,46.99,-0.1,4.3,-15.8,4.5,5.2,-21,-1.7,54.9,2.64,-2.75,49.73,1.01,,0.71,0.15,1.21,,223.04,61.84,6.09,0.55,Grey,0.54,4.98,15.25,13.13,18.66,14.07,12.29,3.3,3.14,6.56,0.52,5.14,8.2,17.74,4.43,-3.71,68.29,14.27,,,15.29,WACC vs ROIC,18.02,0.62,11.04,11.04,4.42,1.26,5/9,,,,7.42,,0.61,,,6.04,6.03,2.03,0.35,,1.21,2.96,218.04,4.3,5.79,,2.72,Beneish M-Score,23.73,6.41,ROIC,,10,Invesco Ltd,15.57,0.3868472,0.06,Sell,7424602,115601053.14,6985021740.0,11.12778731,1.4044,Finance,Investment Managers
1192,IX,12.82,71.44,2.2,6.2,4,,-0.9,,9.8,76.41,3.96,8.63,74.73,,,,,,,,,,,,0.37,3.1,,,-232.29,,,,4.72,,,3.1,,5.84,,,,,,,16.37,,,0.93,11.78,11.78,1.84,2.05,,0.89,,,,0.72,1.14,,,2.99,,1.84,2.04,0.93,,1.83,,,8.11,,,,-12.98,12.93,,,10,Orix Corp,99.67,-0.26018213,-0.26,Buy,24514,2443310.38,23060893433.49031,11.77770425,8.471,Finance,Finance/Rental/Leasing
1193,J,14.21,49.81,1.4,3.4,18.4,31.5,33.6,,8,47.12,1.38,18.2,46.67,3.17,,0.33,0.28,1.46,,28.51,33.15,2.77,0.6,Grey,0.17,0.76,17.71,13.9,22.21,12.12,11.53,1.23,1.24,5.65,0.44,0.79,15.6,22.41,12.57,4.34,21.31,7.04,,,4.65,WACC vs ROIC,6.94,2.55,22.8,22.76,0.94,1.07,8/9,,,,19.02,,1.19,,,16.35,22.26,0.91,1.86,,1.46,4.99,135.03,9.59,11.93,,8.08,Beneish M-Score,3.44,34.08,ROIC,,10,Jacobs Solutions Inc.,132.22,-1.32835821,-1.78,Neutral,1751644,231602369.68,16648818500.000002,22.7855518,5.831,Technology Services,Data Processing Services
1194,JACK,-4.01,22.95,5.2,-5.4,3.2,13.6,15.7,5.8,23.8,19.69,2.6,0.54,20.89,1.99,,0.29,0.05,0.56,1.57,16.97,17.42,8.47,-4.46,Grey,0.24,2.44,14.56,12.03,25.92,16.35,13.27,2.78,2.59,6.87,-0.24,2.44,10.94,21.48,17,2.65,29.8,3.26,,,8.99,WACC vs ROIC,16.14,,9.75,9.75,1.07,0.89,6/9,0.48,0.46,,8.7,,0.41,,,6.2,6.61,0.72,1.68,,0.56,5.32,17.33,12.74,Neg. Equity,,6.78,Beneish M-Score,-14.38,14.18,ROIC,,10,Jack In The Box Inc.,72.03,-1.94663763,-1.43,Sell,655352,47205004.56,1448376727.9999998,9.75236599,7.4194,Consumer Services,Restaurants
1195,JAMF,-24.56,47.86,-3.6,7.8,,,-90.2,153.2,29.1,63.29,,-12.32,53.66,1.32,,0.58,0.58,0.99,,42.95,64.6,-5.48,0.52,Grey,,,-19.39,-34.45,42.83,,,3.56,4.41,-5.16,0.46,,39.06,,,20.98,76.59,N/A,,N/A,-21.63,WACC vs ROIC,-22.19,3.04,,,,4.09,5/9,,,,39.04,,,,,34.81,,,,,0.99,-7.52,-644.88,-10.26,-16.28,,-8.14,Beneish M-Score,-0.1,,ROIC,,,Jamf Holding Corp.,17.21,0.4084014,0.07,Neutral,869499,14964077.79,2158295807.0,,-0.9194,Technology Services,Packaged Software
1196,JAZZ,-8.01,37.21,-4,-4.1,,-17.6,,6.2,15.9,14.19,,3.78,27.72,1.32,,1.44,0.24,3.18,503.44,67.99,59.77,8.93,1.65,Grey,,,332.59,19.85,13.05,10.38,8.26,3.15,3.42,0.3,0.31,,6.6,3.21,1.44,5.39,85.99,1.84,,,-2.3,WACC vs ROIC,14.74,2.38,,,,2.37,4/9,,,,9.28,,0.47,,,6.45,112.95,,0.81,,2.49,-0.79,3.27,0.38,-2.72,,1.83,Beneish M-Score,4.89,30.18,ROIC,,8,Jazz Pharmaceuticals plc,132.49,-0.99387237,-1.33,Sell,1137507,150708302.43,8364731509.0,,-1.4054,Health Technology,Pharmaceuticals: Major
1197,JBGS,-30.58,45.62,5.3,-2.3,,11,13.4,4,0.9,37.35,9.73,-2.79,43.18,0.38,,0.82,0.06,2.22,,157.96,126.88,9.4,0.99,Grey,,5.93,70.85,14.77,24.91,,,,6.6,1.41,0.44,5.93,,12.08,,,51.38,0.46,,,-4.52,WACC vs ROIC,6.68,0.62,,,,2.74,5/9,,,12.09,10.51,,,,,10.51,,,0.46,0.66,2.22,-0.47,24.34,1,-1.01,,0.73,Beneish M-Score,29.51,60.72,ROIC,,7,JBG SMITH Properties,15.18,-2.12765957,-0.33,Sell,3096007,46997386.26,1570209077.0,,-0.2651,Finance,Real Estate Investment Trusts
1198,JBHT,14.66,57.02,0.8,18.3,15.4,18.1,24.5,-0.2,18.5,75.05,1.42,18.23,62.93,6.08,,0.17,0.21,1.21,1.29,25.75,40.59,0.77,0.37,Grey,0.2,0.85,17.45,11.03,132.31,16.19,10.2,1.54,1.5,5.73,0.47,0.86,21.19,16.77,5.11,-0.39,17.26,21.6,,,6.19,WACC vs ROIC,8.61,5.15,23.73,23.73,1.59,1.44,5/9,1.35,9.58,,129.34,2.4,0.95,,,9.72,21.57,1.52,3.13,5.47,1.21,11.14,22.03,19.83,23.56,,14.81,Beneish M-Score,2.02,31.76,ROIC,,10,"J.B. Hunt Transport Services, Inc.",194.36,1.92993497,3.68,Strong Buy,1539903,299295547.08000004,20086058875.0,23.72993102,8.2773,Transportation,Trucking
1199,JBI,22.39,31.96,,,,,,,,17.27,,24.97,24.56,2.89,,0.71,0.17,2.51,37.15,31.58,51.1,2.45,1.5,Grey,,,9.1,7.64,16.2,8.1,6.98,1.8,1.95,10.99,0.34,,9.77,,,5.37,39.5,4.13,,,12.03,WACC vs ROIC,21.39,3.35,11.62,11.62,,1.42,7/9,,,,11.8,,,,,10.73,,,,,2.13,10.24,129.93,20.8,34.3,,15.24,Beneish M-Score,2.05,,ROIC,,3,"Janus International Group, Inc.",10.11,-3.16091954,-0.33,Strong Sell,9186081,92871278.91,1484421495.0,11.58606463,0.8731,Producer Manufacturing,Building Products
1200,JBL,79.43,43.63,4.1,13.7,,21.5,56.2,15.8,13.3,30.68,0.29,31.86,39.18,2.94,,0.12,0.4,1.06,70.07,82.13,39.32,1.53,1.35,Grey,0.05,0.3,10.93,6.82,21.15,8.93,5.78,0.44,0.47,9.15,0.14,0.3,11.3,20.7,,4.07,8.02,5.98,,,2.77,WACC vs ROIC,4.45,5.14,14.94,14.94,0.76,0.42,7/9,0.48,0.8,,18.91,2.25,1.63,,,7.53,14.42,0.72,,7.61,0.59,5.02,34.09,24.05,38.37,,15.66,Beneish M-Score,4.6,38.85,ROIC,,10,Jabil Inc.,106.06,-2.41074715,-2.62,Sell,1989295,210984627.7,13881281886.0,14.9285664,7.2641,Electronic Technology,Electronic Components
1201,JBLU,-20.05,22.1,-5.1,-13.8,,-40.5,,,1.4,24.52,,-6.65,20.98,1,,0.43,0.38,0.57,3.78,28.45,11.38,5.26,1.25,Grey,,,18.49,5.31,-15.07,7.56,2.69,0.41,0.45,5.41,0.26,,4.32,0.37,,17.07,21.28,2.09,,,0.27,WACC vs ROIC,3.83,0.47,62.13,62.13,,0.17,6/9,,,,,1.19,0.2,,,2.22,,,0.98,0.51,0.55,0.2,2.48,2.58,0.77,,1.27,Beneish M-Score,8.47,7.31,ROIC,,7,JetBlue Airways Corporation,4.97,-3.11890838,-0.16,Sell,78317900,389242994.7,1656253947.0,65.22309711,0.0792,Transportation,Airlines
1202,JBSS,38.55,44.21,-0.4,6.6,7.7,4.9,4.8,28.5,4,41.56,1.18,9.35,45.14,9.36,,0.02,0.15,2.97,86.46,21.6,26.71,0.12,0.04,Grey,0.14,0.79,13.61,11.02,11.46,,,,1.19,7.35,0.69,0.79,,16.01,,,21.17,40.53,,,6.29,WACC vs ROIC,8.75,4.03,18.85,18.85,1.92,1.18,5/9,1.1,0.99,,11.37,1.9,1.33,,9.7,9.5,11.42,1.77,1.37,4.3,0.95,14.39,27.89,26.63,22.32,,18.06,Beneish M-Score,2.54,23.03,ROIC,,10,"John B. Sanfilippo & Son, Inc.",101.81,-0.20584199,-0.21,Sell,478702,48736650.62,1177988203.0,18.85544958,5.4297,Consumer Non-Durables,Food: Specialty/Candy
1203,JBT,17.8,47.28,-0.1,14.7,,-0.3,0.3,-9,3.5,54.03,0.36,6.98,50.17,2.92,,0.07,0.05,1.45,76.78,50.96,46.56,3.53,1.03,Grey,0.1,0.37,24.77,16.43,88.69,21.15,14.55,2.3,2.1,4.04,0.36,0.37,21.69,6.5,15.9,1.1,29.89,7.86,,,6.08,WACC vs ROIC,8.89,3.77,27.18,27.88,6.06,1.67,6/9,1.2,4.19,,71.02,,0.97,,,27.23,44.36,,1.92,,1.06,5.12,49.1,9.45,15.02,,6.8,Beneish M-Score,-7.39,32.54,ROIC,,10,John Bean Technologies Corporation,109.01,-0.84591595,-0.93,Sell,592895,64631483.95,3470649773.0,27.27363707,4.0094,Producer Manufacturing,Industrial Machinery
1204,JCI,5.8,30.38,4,-2.4,10.2,16,20.2,41.4,9.7,30.69,3.19,0.24,30.39,1.76,,0.09,0.11,1.08,58.72,87.95,81.31,3.38,0.6,Grey,0.48,2.5,23.02,16.5,32.1,13.07,10.54,1.67,1.79,4.34,0.38,2.59,14.29,17.05,19,5.45,34.04,10.11,,,7.74,WACC vs ROIC,10.6,2.38,19.11,19.11,1.75,1.49,7/9,,,,26.6,,1,,,19.58,47.14,1.4,1.15,,0.8,4.83,55.36,6.67,12.8,,9.33,Beneish M-Score,3.09,23.41,ROIC,,9,Johnson Controls International plc,57.13,0.017507,0.01,Sell,5428356,310121978.28000003,38866686232.0,19.08468348,3.0058,Producer Manufacturing,Industrial Machinery
1205,JD,-37.61,33.86,-2.8,34.2,,2.5,-7.7,27.6,19.4,21.11,1.96,-8.57,29,2.84,,0.91,3.22,1.34,28.45,60.03,6.08,2.27,0.33,Grey,0.31,1.96,8.02,8.02,7.48,6.19,5.54,0.18,0.24,12.47,0.37,1.96,9.59,,17.41,4.57,14.51,11.17,,,2.04,WACC vs ROIC,2.63,1.6,16.36,16.36,0.34,0.33,7/9,,,,10.31,1.3,,,,6.88,47.63,,0.71,2.33,1.1,3.75,36.66,9.64,10.2,,6.99,Beneish M-Score,-3.09,137.26,ROIC,,4,"JD.com, Inc.",31.57,-0.47288777,-0.15,Sell,7347428,231958301.96,43365217973.847,15.92112562,2.0074,Retail Trade,Internet Retail
1206,JEF,8.01,75.8,8.1,11.3,33.9,12.6,0.3,,18.3,85.42,15.13,11.45,80.49,1.01,,0.77,0.54,2.73,,837.15,277.88,5.56,1.52,Grey,0.61,3.1,6.1,5.73,59.56,,,2.45,2.17,16.39,0.18,3.1,10.22,24.83,,-11.35,56.59,1.61,,,6.95,WACC vs ROIC,41.79,0.92,19.83,19.83,0.61,1.36,6/9,1.72,3.43,,39.6,1,1.31,,,25.17,41.96,0.89,0.64,1.12,2.73,0.91,19.92,6.21,4.82,,5.89,Beneish M-Score,84.34,16.25,ROIC,,10,Jefferies Financial Group Inc.,38.67,1.23036649,0.47,Strong Buy,5546594,214486789.98,8542865583.999999,19.82568572,1.9915,Finance,Investment Banks/Brokers
