Ticker,GF Value,GFValuediff,AveragePriceTarget,SmartScore,Price,Market Capitalization,Sector,Industry,AveragePriceTarget_percent
HRB,35.14,-25.896246309574018,41.0,8.0,47.42,6825211648.12083,Consumer Services,Other Consumer Services,-13.538591311682838
HR,26.18,53.3684827182191,17.88,4.0,17.07,6474858917.0,Finance,Real Estate Investment Trusts,4.7451669595782
HQY,75.45,14.683082535339713,86.5,9.0,65.79,5644857147.426604,Finance,Investment Managers,31.478948168414643
HPQ,31.6,4.462809917355377,31.18,5.0,30.25,29974798984.032845,Electronic Technology,Computer Processing Hardware,3.0743801652892557
HPP/PC,0.0,-100.0,8.23,7.0,13.0,1282498013.0,Finance,Real Estate Investment Trusts,-36.692307692307686
HPP,24.78,174.1150442477877,8.23,7.0,9.04,1282498013.0,Finance,Real Estate Investment Trusts,-8.96017699115043
HPK,84.5,483.5635359116022,10.0,6.0,14.48,1859535105.5597484,Energy Minerals,Oil & Gas Production,-30.93922651933702
HPE,16.06,-5.859457431592775,17.91,7.0,17.0596,21885159422.86861,Electronic Technology,Computer Processing Hardware,4.984876550446672
HP,67.6,79.97870074547387,46.38,8.0,37.56,3734473778.108677,Industrial Services,Contract Drilling,23.48242811501597
HOPE,15.1,24.793388429752067,10.25,2.0,12.1,1453305593.027523,Finance,Major Banks,-15.289256198347106
HOOD,0.0,-100.0,11.58,8.0,13.055,11289728543.098911,Finance,Investment Banks/Brokers,-11.29835312140942
HON,222.91,8.416624109335865,217.62,6.0,205.605,135545223758.18932,Electronic Technology,Aerospace & Defense,5.843729481286941
HOMB,25.94,2.085792994883908,24.8,7.0,25.41,5127011525.48456,Finance,Regional Banks,-2.400629673356944
HOLX,61.08,-14.465761097885448,80.27,8.0,71.41,17138599329.05305,Health Technology,Medical Specialties,12.40722587872847
HOG,39.86,11.109562502613285,40.0,7.0,35.8745,4996227451.119671,Consumer Durables,Motor Vehicles,11.49981184406752
HNI,37.37,-12.091272641731358,50.0,6.0,42.51,1980091997.018479,Producer Manufacturing,Office Equipment/Supplies,17.619383674429553
HMY,4.53,-30.36126056879323,3.1,8.0,6.505,3890881083.3888,Non-Energy Minerals,Precious Metals,-52.34435049961568
HMN,41.19,25.65588773642464,33.5,4.0,32.78,1338579848.1936672,Finance,Property/Casualty Insurance,2.196461256863938
HLX,4.81,-55.48357242017585,15.33,10.0,10.805,1628434875.8334875,Industrial Services,Oilfield Services/Equipment,41.87875983341046
HLT,150.95,-17.283138802126153,173.54,7.0,182.49,46797792838.24184,Consumer Services,Hotels/Resorts/Cruise lines,-4.90437832209985
HLNE,76.83,-31.33434623290732,97.8,5.0,111.89,6043131921.720681,Finance,Investment Managers,-12.592724997765666
HLN,0.0,-100.0,9.0,6.0,8.175,37578695480.0355,Distribution Services,Medical Distributors,10.091743119266043
HLMN,9.45,4.767184035476715,9.75,6.0,9.02,1758025118.5845468,Distribution Services,Wholesale Distributors,8.093126385809319
HLIT,13.33,8.683245006114957,17.25,7.0,12.265,1376009439.855167,Electronic Technology,Telecommunications Equipment,40.64410925397472
HLIO,72.31,63.043968432919954,54.67,10.0,44.35,1465900149.8945243,Producer Manufacturing,Industrial Machinery,23.26944757609921
HLI,95.15,-20.31655640231136,117.5,7.0,119.41,8261560510.811564,Finance,Investment Banks/Brokers,-1.5995310275521284
HLF,26.42,74.96688741721856,18.5,1.0,15.1,1496597981.9827583,Distribution Services,Medical Distributors,22.51655629139073
HL/PB,0.0,-100.0,6.16,6.0,53.725,3078799600.0,Non-Energy Minerals,Precious Metals,-88.53420195439739
HL,4.76,-7.047589290944952,6.16,6.0,5.1209,3165908608.763052,Non-Energy Minerals,Precious Metals,20.29135503524772
HIW,41.16,77.87381158167673,22.67,8.0,23.14,2414034079.0,Finance,Real Estate Investment Trusts,-2.031114952463262
HIMX,6.51,6.112469437652812,7.5,9.0,6.135,1056964132.0000002,Electronic Technology,Semiconductors,22.24938875305624
HIMS,11.76,37.70491803278689,10.61,6.0,8.54,1810424685.6255813,Health Services,Medical/Nursing Services,24.238875878220146
HII,233.56,-8.519055266147037,235.86,9.0,255.31,10141796062.824265,Electronic Technology,Aerospace & Defense,-7.618189651795851
HIG/PG,0.0,-100.0,85.27,8.0,25.18,23781868461.0,Finance,Multi-Line Insurance,238.6417791898332
HIG,86.32,8.469464689620501,85.27,8.0,79.58,23935261061.418747,Finance,Multi-Line Insurance,7.150037697914046
HI,56.93,21.671297285744817,61.5,9.0,46.79,3271621035.422554,Producer Manufacturing,Industrial Conglomerates,31.43834152596709
HHH,57.13,-32.18942805527398,91.5,8.0,84.2494,4219117501.090495,Finance,Real Estate Development,8.606114702300559
HGV,68.43,62.69614835948646,49.8,4.0,42.06,4541807852.705153,Finance,Real Estate Development,18.40228245363765
HGTY,0.0,-100.0,10.0,4.0,8.07,2708473132.15875,Finance,Property/Casualty Insurance,23.915737298636923
HESM,14.48,-54.27849700031576,32.67,8.0,31.67,7273659710.200826,Energy Minerals,Integrated Oil,3.1575623618566464
HES,137.76,-6.770886204446247,171.07,6.0,147.765,45387320178.04977,Energy Minerals,Integrated Oil,15.771664467228376
HELE,187.51,55.32071395674775,131.0,9.0,120.7244,2866328814.940693,Consumer Durables,Home Furnishings,8.51161819814387
HEI,234.35,30.2378570634656,202.36,9.0,179.94,21787308571.20906,Electronic Technology,Aerospace & Defense,12.459708791819503
HEES,48.94,-6.011138851546,60.33,9.0,52.07,1897947634.1817484,Finance,Finance/Rental/Leasing,15.863260994814668
HE,46.42,229.92181947405828,7.75,5.0,14.07,1549446086.9999998,Utilities,Electric Utilities,-44.9182658137882
HD,329.7,-5.825723031080655,333.88,7.0,350.0956,348436813905.6459,Retail Trade,Home Improvement Chains,-4.631763438329415
HCXY,0.0,-100.0,,,24.65,2456016560.0,Finance,Investment Managers,
HCP,0.0,-100.0,26.0,6.0,23.545,4648655114.832411,Technology Services,Packaged Software,10.42684221703121
HCM,70.95,319.20236336779914,19.55,6.0,16.925,2943866844.9280005,Health Technology,Pharmaceuticals: Major,15.509601181683898
HCC,39.62,-35.92107391234029,58.0,6.0,61.83,3216329870.7200785,Energy Minerals,Coal,-6.194404010997895
HCA,297.08,10.303345338432408,290.38,7.0,269.33,72089090707.02849,Health Services,Hospital/Nursing Management,7.815690788252334
HBM,4.94,-12.411347517730484,7.21,8.0,5.64,1967840225.2216213,Non-Energy Minerals,Other Metals/Minerals,27.83687943262412
HBI,10.35,153.6764705882353,4.0,5.0,4.08,1428165377.9568346,Consumer Non-Durables,Apparel/Footwear,-1.960784313725492
HBANP,0.0,-100.0,,,18.065,18303669423.0,Finance,Major Banks,
HBANM,0.0,-100.0,,,21.61,18303669423.0,Finance,Major Banks,
HBANL,0.0,-100.0,,,24.8437,18303669423.0,Finance,Major Banks,
HBAN,15.13,18.75981161695448,12.44,7.0,12.74,18448476934.25791,Finance,Major Banks,-2.354788069073789
HAYW,10.32,-23.668639053254434,14.5,7.0,13.52,2889211423.698002,Consumer Durables,Recreational Products,7.248520710059175
HASI,27.32,-3.1205673758865213,32.25,6.0,28.2,3088443821.0,Finance,Real Estate Investment Trusts,14.361702127659576
HAS,67.14,30.57176196032672,61.1,8.0,51.42,7135252585.953407,Consumer Durables,Recreational Products,18.82535978218592
HALO,83.3,122.07411356971475,50.57,5.0,37.51,4955000400.240238,Health Technology,Biotechnology,34.81738203145829
HAL,39.52,7.013268345518558,50.0,7.0,36.93,33054260865.44214,Industrial Services,Oilfield Services/Equipment,35.39128080151638
HAE,91.27,5.85710971932266,106.25,9.0,86.22,4375016402.738947,Health Technology,Medical Specialties,23.23126884713524
H,155.29,18.968819428483865,127.98,4.0,130.53,13462725764.718529,Consumer Services,Hotels/Resorts/Cruise lines,-1.9535738910595244
GXO,0.0,-100.0,67.3,8.0,62.215,7400779268.395041,Transportation,Air Freight/Couriers,8.173270111709384
GWW,669.66,-18.671362642700995,797.5,6.0,823.4,40868756080.35484,Distribution Services,Wholesale Distributors,-3.1454942919601625
GWRE,99.99,-7.15877437325906,113.42,5.0,107.7,8823920093.620481,Technology Services,Information Technology Services,5.311049210770658
GVA,36.77,-27.28171660239295,49.5,7.0,50.565,2221487954.237367,Industrial Services,Engineering & Construction,-2.10619994067042
GTY,32.4,8.397457343593167,31.25,5.0,29.89,1559972322.0,Finance,Real Estate Investment Trusts,4.550016728002674
GTX,2.92,-67.80595369349504,15.0,3.0,9.07,2198747326.711883,Producer Manufacturing,Auto Parts: OEM,65.38037486218302
GTLS/PB,0.0,-100.0,182.6,9.0,55.19,5779456665.0,Producer Manufacturing,Industrial Machinery,230.8570393187172
GTLS,330.39,142.2569291684998,182.6,9.0,136.38,5830329905.856202,Producer Manufacturing,Industrial Machinery,33.890599794691305
GTLB,0.0,-100.0,67.6,8.0,63.64,9919185320.26439,Technology Services,Packaged Software,6.22250157133877
GTES,15.23,15.817490494296578,15.4,1.0,13.15,3473030636.5558105,Producer Manufacturing,Industrial Machinery,17.11026615969582
GT,14.3,-2.853260869565217,17.95,7.0,14.72,4173833240.6153846,Consumer Durables,Automotive Aftermarket,21.94293478260869
GSM,4.71,-27.87136294027565,11.0,9.0,6.53,1223941108.0000002,Non-Energy Minerals,Other Metals/Minerals,68.45329249617151
GSK,0.0,-100.0,20.88,5.0,36.94,75251298741.92151,Health Technology,Pharmaceuticals: Major,-43.47590687601516
GSHD,79.17,0.2786573780873956,77.63,8.0,78.95,2989432368.5613723,Finance,Insurance Brokers/Services,-1.671944268524392
GSBD,18.65,21.34027325959661,14.5,8.0,15.37,1683991305.0084853,Finance,Investment Managers,-5.66037735849056
GS/PK,0.0,-100.0,388.87,6.0,25.4,124108620254.0,Finance,Investment Banks/Brokers,1430.984251968504
GS/PD,0.0,-100.0,388.87,6.0,21.85,124108620254.0,Finance,Investment Banks/Brokers,1679.7254004576655
GS/PC,0.0,-100.0,388.87,6.0,21.99,124108620254.0,Finance,Investment Banks/Brokers,1668.3947248749432
GS/PA,0.0,-100.0,388.87,6.0,22.1,124108620254.0,Finance,Investment Banks/Brokers,1659.5927601809954
GS,331.12,-13.532146028098394,388.87,6.0,382.94,124881506792.61836,Finance,Investment Banks/Brokers,1.548545464041366
GRP.U,77.38,35.921306868083605,,,56.93,3594182483.2443995,Finance,Real Estate Investment Trusts,
GRMN,114.03,-10.508554387066397,118.5,7.0,127.42,24379406526.0,Electronic Technology,Telecommunications Equipment,-7.0004708836917295
GRFS,21.08,98.68049010367578,15.16,6.0,10.61,9374077279.677288,Health Technology,Pharmaceuticals: Major,42.88407163053724
GRBK/PA,0.0,-100.0,51.0,2.0,18.01,2363759017.0,Consumer Durables,Homebuilding,183.17601332593
GRBK,43.72,-16.089284686102534,51.0,2.0,52.103,2364348935.741044,Consumer Durables,Homebuilding,-2.1169606356639763
GRAB,0.0,-100.0,4.36,7.0,3.2608,12588801725.578407,Transportation,Other Transportation,33.70951913640825
GPS,12.76,-40.35989717223651,16.83,5.0,21.395,7933979383.80494,Retail Trade,Apparel/Footwear Retail,-21.33676092544988
GPRE,27.44,6.563106796116509,36.5,9.0,25.75,1532461869.2921042,Process Industries,Chemicals: Specialty,41.74757281553398
GPOR,52392.14,38243.19379391101,162.57,9.0,136.64,2491667513.9845552,Energy Minerals,Oil & Gas Production,18.97687353629977
GPN,146.62,15.713045537053125,142.4,8.0,126.71,32993833862.8578,Commercial Services,Miscellaneous Commercial Services,12.382605950595858
GPK,24.33,-1.6373559733171663,27.0,9.0,24.735,7570218159.440205,Process Industries,Containers/Packaging,9.157064887810796
GPI,291.32,-2.796129462796128,373.33,7.0,299.7,4142676168.410317,Retail Trade,Specialty Stores,24.567901234567906
GPCR,0.0,-100.0,82.67,10.0,34.27,1184953000.0,Commercial Services,Miscellaneous Commercial Services,141.2313977239568
GPC,169.53,22.82299448155048,154.38,8.0,138.0279,19351045872.64929,Distribution Services,Wholesale Distributors,11.846952681305742
GOOS,28.95,133.65617433414042,11.26,7.0,12.39,1255854098.6172106,Consumer Non-Durables,Apparel/Footwear,-9.120258272800651
GOOGL,144.03,1.9970257063947263,154.1,10.0,141.21,1775329313114.0493,Technology Services,Internet Software/Services,9.1282487075986
GOOG,145.28,1.911542913261544,155.6,8.0,142.555,1774796907017.9795,Technology Services,Internet Software/Services,9.150854056329129
GOLF,58.81,-6.843022334864565,58.5,8.0,63.13,4127296570.7477455,Consumer Durables,Recreational Products,-7.334072548709017
GOLD,18.1,-1.4965986394557746,20.99,7.0,18.375,32266500516.19497,Non-Energy Minerals,Precious Metals,14.231292517006793
GOGO,13.26,32.33532934131737,17.5,7.0,10.02,1290990508.212766,Communications,Wireless Telecommunications,74.65069860279442
GOGL,5.99,-38.46944016435541,10.0,7.0,9.735,1942164648.2115588,Transportation,Marine Shipping,2.7221366204417112
GOF,0.0,-100.0,,,13.0891,1466000000.0,Miscellaneous,Investment Trusts/Mutual Funds,
GO,35.79,30.9549945115258,31.38,5.0,27.33,2713028133.957048,Retail Trade,Food Retail,14.818880351262353
GNW,4.1,-40.14598540145985,6.5,5.0,6.85,3089382480.2492666,Finance,Life/Health Insurance,-5.109489051094886
GNTX,38.27,17.176974892835297,34.25,6.0,32.66,7618029684.225856,Producer Manufacturing,Auto Parts: OEM,4.868340477648511
GNRC,270.54,109.38007894125842,134.58,8.0,129.21,7937574473.157025,Producer Manufacturing,Electrical Products,4.156025075458559
GNL/PE,0.0,-100.0,13.5,2.0,20.64,2234970248.0,Finance,Real Estate Investment Trusts,-34.593023255813954
GNL/PD,0.0,-100.0,13.5,2.0,20.82,2234970248.0,Finance,Real Estate Investment Trusts,-35.15850144092219
GNL/PB,0.0,-100.0,13.5,2.0,19.7,2234970248.0,Finance,Real Estate Investment Trusts,-31.472081218274106
GNL/PA,0.0,-100.0,13.5,2.0,20.029,2234970248.0,Finance,Real Estate Investment Trusts,-32.59773328673423
GNL,13.55,38.47726111394993,13.5,2.0,9.785,2234970248.0,Finance,Real Estate Investment Trusts,37.96627491057741
GMS,67.13,-18.78780546818292,77.0,6.0,82.66,3291328281.918797,Distribution Services,Wholesale Distributors,-6.8473263972901
GMED,97.04,78.51361295069906,65.6,7.0,54.36,7490437546.06968,Health Technology,Medical Specialties,20.67696835908756
GME,24.61,46.66269368295588,6.0,2.0,16.78,5126530030.093051,Retail Trade,Electronics/Appliance Stores,-64.24314660309892
GMAB,56.12,79.98717126363053,43.0,4.0,31.18,20435069993.69383,Health Technology,Pharmaceuticals: Major,37.90891597177678
GM,52.63,44.62764495740589,45.91,5.0,36.39,49835420910.1622,Consumer Durables,Motor Vehicles,26.16103325089309
GLW,33.56,10.686015831134572,32.89,6.0,30.32,25868262190.409546,Electronic Technology,Electronic Components,8.476253298153035
GLPI,48.66,0.0205549845837574,51.2,8.0,48.65,12931571234.0,Finance,Real Estate Investment Trusts,5.241521068859207
GLPG,57.08,43.81456286218192,38.67,6.0,39.69,2588514920.31499,Health Technology,Biotechnology,-2.569916855631132
GLOB,315.44,34.138458921585304,230.64,5.0,235.16,9940133778.603989,Technology Services,Information Technology Services,-1.9220955944888631
GLNG,23.54,1.2669118754167443,32.0,10.0,23.2455,2436081900.925141,Transportation,Marine Shipping,37.66105267686219
GLBE,44.74,10.46913580246914,42.4,7.0,40.5,6620430167.384845,Retail Trade,Internet Retail,4.691358024691355
GL/PD,0.0,-100.0,134.25,4.0,18.63,11451427398.0,Finance,Life/Health Insurance,620.6119162640902
GL,118.28,-3.195973319147196,134.25,4.0,122.185,11499898550.37914,Finance,Life/Health Insurance,9.874370831116748
GKOS,57.53,-33.248245054243775,88.0,10.0,86.185,4205792128.569616,Health Technology,Medical Specialties,2.105934907466494
GIS,76.93,19.12541228572758,66.85,4.0,64.579,36673776616.46257,Consumer Non-Durables,Food: Major Diversified,3.516623050836961
GILD,72.94,-8.14758846492885,90.69,9.0,79.41,98948185288.9711,Health Technology,Biotechnology,14.20476010578013
GIL,38.42,16.707168894289186,38.1,7.0,32.92,5668817330.095756,Consumer Non-Durables,Apparel/Footwear,15.735115431348722
GIII,29.97,-10.4035874439462,30.2,9.0,33.45,1529590223.4277663,Consumer Non-Durables,Apparel/Footwear,-9.715994020926766
GIB,103.98,-2.6860084230229204,113.54,9.0,106.85,24699110714.797245,Technology Services,Information Technology Services,6.261113710809557
GH,66.19,138.0079108234448,44.0,4.0,27.81,3281364128.185714,Health Services,Medical/Nursing Services,58.21646889608056
GGG,79.36,-7.774549680418359,81.75,4.0,86.05,14524213533.372433,Producer Manufacturing,Industrial Machinery,-4.997094712376522
GGB,5.52,13.46351490236381,5.2,4.0,4.865,8055132858.085601,Non-Energy Minerals,Steel,6.885919835560123
GFS,0.0,-100.0,66.63,7.0,60.395,33081664279.21134,Electronic Technology,Semiconductors,10.32370229323618
GFL,37.09,10.452650387135217,39.66,3.0,33.58,12424095675.114723,Industrial Services,Environmental Services,18.106015485407976
GFI,11.32,-31.05968331303289,15.17,8.0,16.42,14509673454.7808,Non-Energy Minerals,Precious Metals,-7.612667478684541
GFF,31.02,-46.95622435020519,67.5,9.0,58.48,3050593717.820548,Producer Manufacturing,Building Products,15.424076607387148
GETY,0.0,-100.0,6.64,1.0,5.46,2200256196.981818,Technology Services,Internet Software/Services,21.61172161172161
GES,22.36,-5.454545454545452,22.5,1.0,23.65,1270011931.9310489,Consumer Non-Durables,Apparel/Footwear,-4.862579281183927
GERN,0.46,-79.91266375545851,4.33,5.0,2.29,1243616484.348214,Health Technology,Biotechnology,89.08296943231441
GEO,7.7,-30.25362318840579,14.33,5.0,11.04,1399758472.0,Finance,Real Estate Investment Trusts,29.80072463768117
GENI,6.16,-1.755952855616339,8.75,10.0,6.2701,1425955176.0005324,Technology Services,Packaged Software,39.55120333009042
GEN,29.85,28.24919441460796,25.5,8.0,23.275,14912648128.545084,Technology Services,Packaged Software,9.559613319011822
GEL,13.49,11.303630363036314,15.0,7.0,12.12,1485660088.08867,Process Industries,Chemicals: Specialty,23.76237623762377
GEHC,0.0,-100.0,79.0,5.0,77.68,35363275879.72743,Health Technology,Medical Specialties,1.6992790937178075
GEF,59.88,-9.907470097043555,74.25,4.0,66.465,3132583079.2257195,Process Industries,Containers/Packaging,11.712931618144882
GE,71.42,-44.02382631867701,140.18,9.0,127.59,138867169331.0126,Producer Manufacturing,Industrial Machinery,9.8675444784074
GDYN,19.23,42.12860310421287,13.5,4.0,13.53,1022732031.5177776,Technology Services,Information Technology Services,-0.2217294900221682
GDV,0.0,-100.0,,,21.513,1933370000.0,Miscellaneous,Investment Trusts/Mutual Funds,
GDS,33.19,296.0620525059665,15.38,2.0,8.38,1524490365.824,Technology Services,Data Processing Services,83.53221957040572
GDRX,9.12,40.06419608987451,6.9,4.0,6.5113,2644449453.633824,Technology Services,Internet Software/Services,5.969622041681385
GDEN,41.15,2.9522141606204646,45.0,10.0,39.97,1143805512.0730846,Consumer Services,Movies/Entertainment,12.584438328746565
GDDY,95.66,-10.83562473784779,113.0,5.0,107.285,15141186774.382414,Technology Services,Data Processing Services,5.326932935638722
GD,237.95,-6.2339914095440845,279.23,9.0,253.77,69253039508.06743,Electronic Technology,Aerospace & Defense,10.032706781731491
GCMG,5.18,-41.73228346456694,9.83,8.0,8.89,1664419594.9853933,Finance,Investment Managers,10.573678290213715
GBX,53.73,22.78336380255941,42.0,4.0,43.76,1361043997.2545035,Producer Manufacturing,Trucks/Construction/Farm Machinery,-4.021937842778789
GBTG,0.0,-100.0,7.53,6.0,6.19,2890871345.378862,Consumer Services,Other Consumer Services,21.64781906300485
GBDC,20.52,36.20975771656157,16.0,7.0,15.065,2554944739.8576183,Finance,Investment Managers,6.206438765350153
GBCI,47.12,10.922787193973637,37.25,8.0,42.48,4710285363.28439,Finance,Regional Banks,-12.311676082862515
GATX,112.29,-6.080628972900632,122.33,2.0,119.56,4244379977.8294,Transportation,Railroads,2.316828370692536
GAM,0.0,-100.0,,,42.54,1000670000.0,Miscellaneous,Investment Trusts/Mutual Funds,
GAB,0.0,-100.0,,,5.1801,1491080000.0,Miscellaneous,Investment Trusts/Mutual Funds,
G,50.59,45.86649136161281,37.0,5.0,34.6824,6291817703.32196,Commercial Services,Miscellaneous Commercial Services,6.682351855696258
FYBR,31.42,28.929011079195732,31.8,6.0,24.37,5989878003.848484,Communications,Major Telecommunications,30.48830529339352
FWRG,0.0,-100.0,21.0,6.0,20.03,1198147184.8022685,Consumer Services,Restaurants,4.8427358961557605
FWRD,107.55,62.95454545454545,79.0,3.0,66.0,1693696039.768045,Transportation,Trucking,19.696969696969692
FWONK,98.47,52.87998757956839,77.25,8.0,64.41,24325584643.532867,Consumer Services,Movies/Entertainment,19.93479273404752
FWONA,89.36,50.21011934778954,75.75,9.0,59.49,24450887585.105022,Consumer Services,Movies/Entertainment,27.33232476046394
FVRR,43.24,53.76955903271693,35.56,6.0,28.12,1079219766.064838,Technology Services,Data Processing Services,26.458036984352777
FUTU,72.6,41.1078717201166,64.03,7.0,51.45,7403115550.0,Finance,Investment Banks/Brokers,24.450923226433424
FUN,73.59,91.3665323104928,49.17,7.0,38.455,1961790571.7845795,Consumer Services,Movies/Entertainment,27.863736835262007
FULTP,0.0,-100.0,,,17.51,2717355022.0,Finance,Major Banks,
FULT,18.63,11.55688622754491,14.0,9.0,16.7,2741983617.3655586,Finance,Major Banks,-16.16766467065868
FUL,68.72,-16.672729477385715,86.17,4.0,82.47,4455152876.726741,Process Industries,Industrial Specialties,4.486479932096524
FTV,76.43,4.741674660819526,78.5,4.0,72.97,25644107756.118908,Electronic Technology,Electronic Equipment/Instruments,7.578456900095931
FTS,48.03,18.154981549815503,42.16,5.0,40.65,19857524774.166664,Utilities,Electric Utilities,3.714637146371459
FTNT,82.6,39.85777175753469,56.48,4.0,59.06,45352740084.69971,Technology Services,Information Technology Services,-4.368438875719616
FTI,10.7,-47.1604938271605,25.59,5.0,20.25,8818068017.766115,Industrial Services,Oilfield Services/Equipment,26.37037037037037
FTDR,35.43,-1.9102990033222529,42.5,7.0,36.12,2875936908.471108,Consumer Durables,Homebuilding,17.663344407530463
FTAIP,0.0,-100.0,,,24.74,4567849059.0,Finance,Investment Managers,
FTAIO,0.0,-100.0,,,24.215,4567849059.0,Finance,Investment Managers,
FTAIN,0.0,-100.0,,,24.26,4567849059.0,Finance,Investment Managers,
FTAIM,0.0,-100.0,,,25.2,4567849059.0,Finance,Investment Managers,
FTAI,49.03,6.772648083623692,44.14,8.0,45.92,4602932385.105991,Finance,Investment Managers,-3.8763066202090615
FSV,170.48,5.0206369740651615,155.92,10.0,162.33,7245214564.304008,Finance,Real Estate Development,-3.9487463808291903
FSS,59.77,-21.412135954243645,66.0,8.0,76.055,4633941073.793011,Producer Manufacturing,Trucks/Construction/Farm Machinery,-13.22069554927356
FSM,4.42,8.068459657701714,4.27,2.0,4.09,1253422537.9185605,Non-Energy Minerals,Precious Metals,4.400977995110018
FSLY,21.22,16.210295728368,19.42,7.0,18.26,2388408075.6684847,Technology Services,Information Technology Services,6.352683461117197
FSLR,121.36,-28.760654937063887,230.68,7.0,170.3553,18201476348.378124,Electronic Technology,Semiconductors,35.411108430439214
FSK,32.49,62.89796941589372,21.14,5.0,19.945,5585924845.621731,Finance,Investment Managers,5.99147656054149
FRT/PC,0.0,-100.0,108.0,6.0,22.82,8591909716.0,Finance,Real Estate Investment Trusts,373.2690622261175
FRT,97.18,-7.526881720430104,108.0,6.0,105.09,8591909716.0,Finance,Real Estate Investment Trusts,2.769055095632312
FRSH,0.0,-100.0,23.0,8.0,24.155,7130678315.784055,Technology Services,Packaged Software,-4.781618712481892
FRPT,102.74,19.883313885647595,84.75,1.0,85.7,4134330563.9197927,Consumer Non-Durables,Food: Specialty/Candy,-1.108518086347728
FROG,33.72,-3.033788641265276,34.5,3.0,34.775,3647446289.148297,Technology Services,Packaged Software,-0.7907979870596652
FRO,15.12,-29.147141518275543,27.43,7.0,21.34,4750772703.39118,Transportation,Marine Shipping,28.53795688847235
FRMEP,0.0,-100.0,,,24.24,2211343740.0,Finance,Major Banks,
FRME,47.61,28.17337461300308,36.0,5.0,37.145,2223013889.6427603,Finance,Major Banks,-3.0825144703190284
FR,60.94,16.197921632186095,51.1,5.0,52.445,7061494540.0,Finance,Real Estate Investment Trusts,-2.564591476785201
FOXF,110.13,62.24219210371244,87.0,7.0,67.88,2876817784.143301,Producer Manufacturing,Auto Parts: OEM,28.167354154390107
FOXA,41.67,38.62275449101797,34.8,2.0,30.06,14111304932.966969,Consumer Services,Broadcasting,15.76846307385229
FOX,38.57,37.60256867641812,36.0,1.0,28.03,14139678241.00072,Consumer Services,Broadcasting,28.433820906171952
FOUR,112.7,50.40704657680501,78.07,7.0,74.93,6180349064.451034,Commercial Services,Miscellaneous Commercial Services,4.190577872681151
FORM,32.83,-19.593436198873377,39.0,7.0,40.83,3178289000.5162244,Electronic Technology,Semiconductors,-4.481998530492281
FOR,22.43,-34.6806837706398,35.83,7.0,34.339,1713849568.1695344,Finance,Real Estate Development,4.342001805527242
FOLD,13.42,0.0745712155108112,19.71,7.0,13.41,3932425569.6588135,Health Technology,Pharmaceuticals: Major,46.97986577181209
FNV,136.28,21.531973485554484,149.65,6.0,112.1351,21543328043.31644,Non-Energy Minerals,Precious Metals,33.45509122478155
FNF,44.18,-11.427425821972738,49.2,7.0,49.88,13575254342.004848,Finance,Specialty Insurance,-1.3632718524458691
FND,105.76,-7.052774970338789,84.9,6.0,113.785,12126054904.909355,Retail Trade,Home Improvement Chains,-25.38559564090169
FNB/PE,0.0,-100.0,9.97,9.0,25.11,4887244425.0,Finance,Major Banks,-60.29470330545598
FNB,14.28,4.233576642335767,9.97,9.0,13.7,4915950706.497798,Finance,Major Banks,-27.226277372262768
FNA,0.0,-100.0,17.8,5.0,12.84,1061883445.4964482,Health Technology,Medical Specialties,38.62928348909658
FN,142.8,-25.434703148660635,193.25,6.0,191.51,6957722958.381099,Electronic Technology,Semiconductors,0.9085687431465768
FMX,300.92,128.38494231936858,137.0,5.0,131.76,28382098726.57843,Consumer Non-Durables,Beverages: Non-Alcoholic,3.9769277474195577
FMS,33.23,58.16277962874819,24.0,3.0,21.01,12371959585.843489,Health Services,Medical/Nursing Services,14.231318419800086
FMC,106.91,70.02226463104324,68.53,6.0,62.88,7844838700.444446,Process Industries,Chemicals: Agricultural,8.985368956743
FLYW,0.0,-100.0,33.8,5.0,23.54,2858066314.120903,Finance,Regional Banks,43.585386576040776
FLT,339.7,21.966106563262965,290.92,7.0,278.52,20110292652.95513,Commercial Services,Miscellaneous Commercial Services,4.452103978170341
FLS,40.59,-1.1205846528623478,44.14,8.0,41.05,5386113674.927695,Producer Manufacturing,Industrial Machinery,7.527405602923273
FLR,28.31,-27.87261146496816,42.4,10.0,39.25,6687222056.216355,Industrial Services,Engineering & Construction,8.025477707006367
FLO,28.92,28.41918294849024,23.33,7.0,22.52,4754427428.424541,Consumer Non-Durables,Food: Specialty/Candy,3.596802841918289
FLNG,30.3,0.6962330303584255,36.18,7.0,30.0905,1585833736.0190196,Transportation,Marine Shipping,20.2372841926854
FLNC,0.0,-100.0,29.87,7.0,24.55,4367307397.792052,Producer Manufacturing,Electrical Products,21.67006109979633
FLEX,24.39,-18.943170488534392,34.5,5.0,30.09,13040946814.992018,Electronic Technology,Electronic Production Equipment,14.656031904287138
FL,36.99,23.58837287003008,23.36,6.0,29.93,2818262733.3040247,Retail Trade,Apparel/Footwear Retail,-21.951219512195124
FIVN,141.2,76.41179410294849,89.92,9.0,80.04,5818582707.186483,Technology Services,Packaged Software,12.343828085957014
FIVE,220.38,11.28054938396284,218.31,9.0,198.04,10930376129.023603,Retail Trade,Discount Stores,10.235305998788128
FITBP,0.0,-100.0,,,24.16,23426972133.0,Finance,Regional Banks,
FITBO,0.0,-100.0,,,23.44,23426972133.0,Finance,Regional Banks,
