,GF Value,Ticker,Price,Market Capitalization,Sector,Industry,GFValuediff
302,39.41,TSLX,21.32,1866491451.4355829,Finance,Investment Managers,84.84990619136958
303,453.53,TSLA,256.515,815441019514.2389,Consumer Durables,Motor Vehicles,76.80447537181063
304,32.13,TSEM,30.76,3387383445.866841,Electronic Technology,Semiconductors,4.453836150845257
305,246.91,TSCO,213.905,23126168560.28066,Retail Trade,Specialty Stores,15.429746850237253
306,53.17,TS,35.41,20756024910.16929,Non-Energy Minerals,Steel,50.15532335498448
307,210.63,TRV,186.26,42541685068.50838,Finance,Multi-Line Insurance,13.083861269193603
308,98.8,TRUP,31.91,1325706715.6950445,Finance,Multi-Line Insurance,209.62080852397366
309,106.89,TRU,68.57,13282008373.702454,Commercial Services,Financial Publishing/Services,55.88449759369989
310,32.88,TRS,26.66,1104108478.7373698,Producer Manufacturing,Miscellaneous Manufacturing,23.330832708177052
311,47.6,TRP,40.015,41495554400.53287,Industrial Services,Oil & Gas Pipelines,18.955391728101965
312,14.25,TROX,14.13,2215495716.7275324,Process Industries,Chemicals: Specialty,0.8492569002123086
313,120.28,TROW,108.2379,24187958189.83493,Finance,Investment Managers,11.12558540030803
314,80.67,TRNO,63.55,5373335345.0,Finance,Real Estate Investment Trusts,26.939417781274596
315,52.79,TRN,26.63,2180237841.941199,Producer Manufacturing,Trucks/Construction/Farm Machinery,98.23507322568533
316,36.61,TRMK,27.4,1673330044.4169097,Finance,Regional Banks,33.61313868613139
317,16.39,TRMD,31.884,2733489277.276568,Transportation,Marine Shipping,-48.594906536193704
318,69.79,TRMB,52.79,13132439797.283422,Technology Services,Packaged Software,32.20306876302331
319,42.86,TRIP,21.19,2923964229.583955,Consumer Services,Other Consumer Services,102.26521944313355
320,125.9,TRI,142.99,65103908382.61621,Technology Services,Internet Software/Services,-11.95188474718512
321,64.58,TRGP,87.365,19480263534.70256,Utilities,Gas Distributors,-26.080238081611625
322,71.89,TREX,83.44,9061198997.468924,Non-Energy Minerals,Forest Products,-13.842281879194628
323,47.31,TR,32.7,4306671346.506432,Consumer Non-Durables,Food: Specialty/Candy,44.678899082568805
324,42.89,TPX,50.5027,8700318558.933506,Consumer Durables,Home Furnishings,-15.07384753686436
325,51.95,TPR,37.149,8514046017.805088,Retail Trade,Apparel/Footwear Retail,39.84225685751972
326,1897.63,TPL,1618.16,12419163182.41441,Miscellaneous,Investment Trusts/Mutual Funds,17.270850842932717
327,25.39,TPH,35.32,3427881934.4690094,Consumer Durables,Homebuilding,-28.114382785956966
328,0.0,TPG,43.705,13515733495.393774,Finance,Investment Managers,-100.0
329,30.41,TOWN,30.35,2207181773.5286283,Finance,Regional Banks,0.19769357495880963
330,0.0,TOST,18.44,9961401123.549236,Technology Services,Packaged Software,-100.0
331,71.85,TOL,103.7,11145571881.466318,Consumer Durables,Homebuilding,-30.713596914175515
332,68.81,TNL,40.425,2927581334.661542,Consumer Services,Hotels/Resorts/Cruise lines,70.21645021645023
333,27.14,TNK,53.64,1826959980.1881733,Transportation,Marine Shipping,-49.4034302759135
334,0.0,TNGX,10.11,1031115837.1131498,Health Technology,Biotechnology,-100.0
335,107.94,TNET,119.585,6040032991.312431,Commercial Services,Miscellaneous Commercial Services,-9.737843375005223
336,76.94,TNDM,29.6,1930207205.6948235,Health Technology,Medical Specialties,159.93243243243242
337,83.26,TNC,91.57,1710547741.4034913,Producer Manufacturing,Industrial Machinery,-9.075024571366157
338,146.22,TMUS,155.16,179438648728.8099,Communications,Wireless Telecommunications,-5.761794276875482
339,19.8,TMST,23.69,1022337606.1595564,Non-Energy Minerals,Steel,-16.42043056141832
340,596.64,TMO,529.375,204535843015.1419,Health Technology,Medical Specialties,12.706493506493503
341,35.98,TMHC,53.635,5763002313.460464,Consumer Durables,Homebuilding,-32.916938566234734
342,6.79,TME,8.295,14446706284.032,Technology Services,Internet Software/Services,-18.143459915611814
343,164.48,TMDX,79.6201,2599412854.881558,Health Technology,Medical Specialties,106.58100153102043
344,177.14,TM,178.55,241852580212.6456,Consumer Durables,Motor Vehicles,-0.7896947633716186
345,3.47,TLRY,2.0594,1503958279.4875867,Process Industries,Agricultural Commodities/Milling,68.49567835291832
346,25.5,TLK,25.81,25434224664.31925,Communications,Wireless Telecommunications,-1.2010848508330056
347,85.48,TKR,79.715,5624004310.779344,Producer Manufacturing,Industrial Machinery,7.232014050053315
348,0.0,TKO,79.59,6531471291.320045,Consumer Services,Movies/Entertainment,-100.0
349,2.5,TKC,4.799,4144372847.56053,Communications,Wireless Telecommunications,-47.905813711189836
350,89.75,TJX,91.895,104730603728.49568,Retail Trade,Apparel/Footwear Retail,-2.3341857554817955
351,39.73,TIXT,8.51,2328899416.464,Technology Services,Information Technology Services,366.86251468860166
352,16.98,TIMB,18.25,8906578795.917599,Communications,Wireless Telecommunications,-6.958904109589039
353,16.39,TIGO,17.94,3078695487.9366,Communications,Wireless Telecommunications,-8.63991081382386
354,43.42,THS,40.725,2252092545.463284,Consumer Non-Durables,Food: Specialty/Candy,6.617556783302639
355,96.78,THRM,52.175,1711146710.3629885,Producer Manufacturing,Auto Parts: OEM,85.49113560134164
356,26.33,THR,32.205,1085204207.3602252,Producer Manufacturing,Electrical Products,-18.24250892718522
357,82.65,THO,118.87,6338545070.078804,Consumer Durables,Recreational Products,-30.470261630352486
358,84.71,THG,121.01,4327611952.530838,Finance,Property/Casualty Insurance,-29.997520866044134
359,72.35,THC,76.235,7741816588.387126,Health Services,Hospital/Nursing Management,-5.096084475634558
360,419.27,TGTX,17.4312,2639259326.5286064,Health Technology,Pharmaceuticals: Major,2305.2847767221992
361,176.36,TGT,139.975,64621108778.75494,Retail Trade,Specialty Stores,25.993927487051273
362,0.94,TGS,14.86,2695512799.623457,Utilities,Gas Distributors,-93.6742934051144
363,20.47,TGNA,15.46,3045124349.5836043,Consumer Services,Broadcasting,32.406209573091836
364,40.32,TGLS,44.24,2109132016.7354016,Producer Manufacturing,Building Products,-8.860759493670889
365,10.42,TGI,16.5,1268122872.0110362,Electronic Technology,Aerospace & Defense,-36.84848484848485
366,0.0,TGH/PB,24.45,2010708136.0,Finance,Finance/Rental/Leasing,-100.0
367,0.0,TGH/PA,24.83,2010708136.0,Finance,Finance/Rental/Leasing,-100.0
368,39.94,TGH,49.28,2013159222.715969,Finance,Finance/Rental/Leasing,-18.952922077922086
369,300.16,TFX,253.47,11911230282.45436,Health Technology,Medical Specialties,18.420325876829615
370,16.94,TFSL,14.84,4160530321.721997,Finance,Savings Banks,14.150943396226424
371,0.0,TFPM,13.7,2761505614.665924,Non-Energy Minerals,Precious Metals,-100.0
372,0.0,TFINP,21.5,1819548590.0,Finance,Savings Banks,-100.0
373,73.86,TFIN,78.62,1831194446.310804,Finance,Savings Banks,-6.054439074026972
374,109.94,TFII,126.445,10865760310.626438,Transportation,Trucking,-13.053106093558462
375,0.0,TFC/PR,19.93,48665550873.0,Finance,Regional Banks,-100.0
376,0.0,TFC/PO,22.3,48665550873.0,Finance,Regional Banks,-100.0
377,0.0,TFC/PI,21.7333,48665550873.0,Finance,Regional Banks,-100.0
378,51.54,TFC,36.81,49092324681.69717,Finance,Regional Banks,40.0162999185004
379,59.75,TEX,57.88,3895324249.0,Producer Manufacturing,Trucks/Construction/Farm Machinery,3.230822391154107
380,7.96,TEVA,10.655,11850910866.9698,Health Technology,Pharmaceuticals: Generic,-25.293289535429373
381,86.37,TER,107.4,16419175940.855614,Electronic Technology,Electronic Production Equipment,-19.581005586592177
382,0.71,TEO,7.8664,4154283476.912272,Communications,Major Telecommunications,-90.97427031424795
383,59.23,TENB,46.55,5443321012.397528,Technology Services,Packaged Software,27.23952738990333
384,141.48,TEL,141.28,43906896284.09265,Electronic Technology,Semiconductors,0.14156285390712672
385,4.22,TEF,3.96,22936676752.08228,Communications,Specialty Telecommunications,6.56565656565656
386,35.61,TECK,42.71,22200776990.53009,Energy Minerals,Coal,-16.623741512526344
387,105.53,TECH,78.31,12384756089.935284,Health Technology,Biotechnology,34.75929000127697
388,357.77,TEAM,247.79,64201693964.37064,Technology Services,Packaged Software,44.38435772226482
389,460.93,TDY,424.615,20035329202.1839,Electronic Technology,Aerospace & Defense,8.552453398961411
390,18.8,TDW,71.36,3728655707.471529,Transportation,Marine Shipping,-73.65470852017937
391,0.0,TDS/PV,15.4,1963120049.0,Communications,Wireless Telecommunications,-100.0
392,0.0,TDS/PU,17.1822,1963120049.0,Communications,Wireless Telecommunications,-100.0
393,18.06,TDS,18.8,1992800049.740821,Communications,Wireless Telecommunications,-3.9361702127659677
394,47.53,TDOC,21.38,3539615444.734022,Health Services,Medical/Nursing Services,122.31057062675399
395,887.29,TDG,997.09,55153141667.97536,Electronic Technology,Aerospace & Defense,-11.012045051098704
396,44.67,TDC,43.97,4300266178.796683,Technology Services,Packaged Software,1.5919945417330064
397,72.87,TD,64.38,115331768840.95392,Finance,Major Banks,13.187325256290789
398,57.0,TCOM,34.15,22559399460.992,Consumer Services,Other Consumer Services,66.91068814055637
399,7.44,TCN,9.08,2478785094.493724,Finance,Real Estate Development,-18.06167400881057
400,51.1,TCBK,43.57,1449491194.9119833,Finance,Regional Banks,17.28253385356897
401,0.0,TCBIO,18.99,3041135224.0,Finance,Major Banks,-100.0
402,73.86,TCBI,63.69,3058422586.7134066,Finance,Major Banks,15.96796985398022
403,0.0,TBLA,4.08,1401227833.223301,Technology Services,Internet Software/Services,-100.0
404,0.0,TBC,24.75,117903828486.0,Communications,Wireless Telecommunications,-100.0
405,39.28,TBBK,40.45,2170374465.153481,Finance,Regional Banks,-2.892459826946852
406,0.0,TBB,23.6,117903828486.0,Communications,Wireless Telecommunications,-100.0
407,0.0,TASK,12.5635,1122167668.6270545,Commercial Services,Miscellaneous Commercial Services,-100.0
408,45.24,TARO,42.02,1579415513.6680298,Health Technology,Pharmaceuticals: Major,7.663017610661586
409,62.0,TAP.A,64.78,14096469506.158142,Consumer Non-Durables,Beverages: Alcoholic,-4.291447977770918
410,58.73,TAP,61.34,13233103122.042597,Consumer Non-Durables,Beverages: Alcoholic,-4.254972285621139
411,12.28,TALO,14.5,1799165283.8121936,Energy Minerals,Oil & Gas Production,-15.31034482758621
412,5.69,TAL,11.75,8000161677.0,Commercial Services,Miscellaneous Commercial Services,-51.57446808510638
413,14.03,TAK,14.06,44263309709.47441,Health Technology,Pharmaceuticals: Major,-0.21337126600285303
414,12.17,TAC,8.28,2565684321.271719,Utilities,Electric Utilities,46.980676328502426
415,0.0,T/PC,19.858,117903828486.0,Communications,Wireless Telecommunications,-100.0
416,0.0,T/PA,21.35,117903828486.0,Communications,Wireless Telecommunications,-100.0
417,16.1,T,16.58,118547330278.82835,Communications,Wireless Telecommunications,-2.895054282267774
418,103.07,SYY,73.905,37275610471.89739,Distribution Services,Food Distributors,39.46282389554156
419,85.89,SYNA,116.91,4582865268.517365,Electronic Technology,Semiconductors,-26.533230690274568
420,0.0,SYM,53.56,29845707882.549885,Producer Manufacturing,Industrial Machinery,-100.0
421,309.43,SYK,298.11,113263367805.22691,Health Technology,Medical Specialties,3.7972560464258134
422,0.0,SYF/PA,17.15,15745256432.0,Finance,Finance/Rental/Leasing,-100.0
423,59.52,SYF,38.28,15840431438.02786,Finance,Finance/Rental/Leasing,55.4858934169279
424,71.23,SYBT,50.59,1483394650.8011432,Finance,Regional Banks,40.79857679383277
425,85.06,SXT,66.28,2800297292.894075,Consumer Non-Durables,Food: Specialty/Candy,28.334339167169585
426,116.42,SXI,155.77,1853597340.5482285,Electronic Technology,Electronic Equipment/Instruments,-25.26160364640175
427,89.05,SWX,63.73,4558041833.402857,Utilities,Gas Distributors,39.730111407500395
428,0.0,SWTX,34.86,2512068384.528302,Health Technology,Pharmaceuticals: Major,-100.0
429,3.74,SWN,6.645,7319221845.475113,Energy Minerals,Integrated Oil,-43.7170805116629
430,104.98,SWKS,112.97,18070101092.30281,Electronic Technology,Semiconductors,-7.0726741612817525
431,133.87,SWK,97.715,14980823301.786009,Consumer Durables,Tools & Hardware,37.00046052294939
432,11.82,SWI,12.075,2002585575.725,Technology Services,Packaged Software,-2.111801242236017
433,518.69,SWAV,191.92,7081224484.541277,Health Technology,Medical Specialties,170.26365152146735
434,0.0,SVV,16.805,2696406548.101629,Retail Trade,Specialty Stores,-100.0
435,9.97,SVC,8.56,1404073919.0,Finance,Real Estate Investment Trusts,16.471962616822427
436,11.46,SUZ,11.3,14602851491.2812,Process Industries,Pulp & Paper,1.415929203539824
437,31.62,SUPN,29.13,1591454861.954911,Health Technology,Pharmaceuticals: Major,8.547888774459327
438,54.56,SUN,59.89,10069317533.747517,Distribution Services,Wholesale Distributors,-8.89964935715478
439,30.42,SUM,38.86,4643812740.955867,Non-Energy Minerals,Construction Materials,-21.71899125064333
440,186.79,SUI,133.74,16512638696.000002,Finance,Real Estate Investment Trusts,39.66651712277552
441,32.53,SU,32.16,41647709003.98868,Energy Minerals,Integrated Oil,1.1504975124378252
442,279.33,STZ,236.83,43501787534.21411,Consumer Non-Durables,Beverages: Alcoholic,17.94536165181775
443,54.26,STX,85.18,17818292946.24478,Electronic Technology,Computer Peripherals,-36.29960084526885
444,18.12,STWD,22.135,6887841300.0,Finance,Real Estate Investment Trusts,-18.13869437542354
445,0.0,STVN,27.78,7395991802.248074,Health Technology,Medical Specialties,-100.0
446,0.0,STT/PG,23.99,23764015693.0,Finance,Investment Banks/Brokers,-100.0
447,0.0,STT/PD,25.01,23764015693.0,Finance,Investment Banks/Brokers,-100.0
448,88.72,STT,77.62,23952251630.83573,Finance,Investment Banks/Brokers,14.30043803143519
449,35.51,STRL,84.0004,2590421810.202866,Industrial Services,Engineering & Construction,-57.72639177908677
450,79.02,STRA,91.8,2241374584.102898,Consumer Services,Other Consumer Services,-13.92156862745098
451,0.0,STR,22.94,3605684049.1086864,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
452,45.57,STNG,64.6519,3555848401.6794653,Transportation,Marine Shipping,-29.514832510722808
453,21.43,STNE,17.97,5390175632.293722,Technology Services,Packaged Software,19.25431274346133
454,49.36,STN,78.16,8915475939.306028,Industrial Services,Engineering & Construction,-36.8474923234391
455,53.71,STM,50.42,45346072012.50965,Electronic Technology,Semiconductors,6.525188417294721
456,100.72,STLD,120.795,19546620562.695816,Non-Energy Minerals,Steel,-16.61906535866551
457,19.23,STLA,23.53,73986060938.05367,Consumer Durables,Motor Vehicles,-18.274543136421592
458,0.0,STGW,6.35,1728997489.770206,Commercial Services,Miscellaneous Commercial Services,-100.0
459,0.0,STEW,13.83,1335410000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
460,0.0,STER,13.32,1255877525.9591837,Technology Services,Data Processing Services,-100.0
461,14.3,STEP,30.82,3402019476.0234528,Finance,Investment Managers,-53.601557430240106
462,35.3,STEL,28.4,1512646945.9058487,Finance,Major Banks,24.29577464788732
463,259.95,STE,218.885,21625873011.779583,Health Technology,Medical Specialties,18.760993215615507
464,43.49,STC,58.255,1593987705.435381,Finance,Specialty Insurance,-25.345463908677367
465,2.66,STBA,32.89,1257542591.180786,Finance,Regional Banks,-91.91243539069626
466,37.85,STAG,38.91,7189109512.0,Finance,Real Estate Investment Trusts,-2.7242354150603836
467,101.38,STAA,32.2,1571922734.475481,Health Technology,Medical Specialties,214.84472049689435
468,52.88,ST,37.905,5737111370.040544,Electronic Technology,Electronic Equipment/Instruments,39.5066613903179
469,83.68,SSTK,49.08,1752774576.07538,Technology Services,Internet Software/Services,70.49714751426245
470,19.91,SSRM,11.18,2279507653.052055,Non-Energy Minerals,Precious Metals,78.08586762075134
471,72.16,SSNC,60.51,14977175426.386171,Technology Services,Information Technology Services,19.253016030408194
472,18.2,SSL,10.12,6255959511.439999,Process Industries,Chemicals: Major Diversified,79.84189723320159
473,162.15,SSD,196.83,8399311202.49747,Producer Manufacturing,Building Products,-17.619265355890875
474,89.22,SSB,85.95,6537808811.208907,Finance,Regional Banks,3.804537521815004
475,19.65,SRRK,18.57,1339700285.585,Health Technology,Biotechnology,5.81583198707592
476,152.71,SRPT,93.52,8748485199.290358,Health Technology,Pharmaceuticals: Major,63.29127459366982
477,0.0,SREA,24.375,46029054214.0,Utilities,Electric Utilities,-100.0
478,82.95,SRE,73.7,46381477926.87723,Utilities,Electric Utilities,12.550881953867028
479,53.23,SRCL,50.55,4677057338.159307,Industrial Services,Environmental Services,5.30168150346192
480,52.8,SRCE,55.31,1351172603.359105,Finance,Regional Banks,-4.538058217320566
481,0.0,SRC/PA,23.72,6181602320.0,Finance,Real Estate Investment Trusts,-100.0
482,43.32,SRC,43.96,6181602320.0,Finance,Real Estate Investment Trusts,-1.45586897179254
483,0.0,SRAD,11.05,3284233617.720655,Technology Services,Packaged Software,-100.0
484,82.51,SR,62.99,3352907060.0,Utilities,Gas Distributors,30.989045880298463
485,0.0,SQSP,30.89,4200114001.815954,Technology Services,Information Technology Services,-100.0
486,175.81,SQM,58.8611,15930894555.884638,Process Industries,Chemicals: Specialty,198.68622910547035
487,80.94,SQ,77.01,47291300537.01028,Technology Services,Information Technology Services,5.10323334631865
488,85.08,SPXC,98.91,4515055146.53967,Producer Manufacturing,Building Products,-13.982408249924172
489,100.0,SPT,63.7,3566818617.1282773,Technology Services,Packaged Software,56.985871271585545
490,162.7,SPSC,190.68,6997500051.806662,Technology Services,Packaged Software,-14.673799035032523
491,44.91,SPR,32.165,3723389269.734415,Electronic Technology,Aerospace & Defense,39.62381470542515
492,175.86,SPOT,192.01,36526598795.95245,Technology Services,Internet Software/Services,-8.41102025936148
493,0.0,SPNT/PB,24.9,1920468926.0,Finance,Property/Casualty Insurance,-100.0
