AveragePriceTarget,SmartScore,Ticker,Price,Market Capitalization,Sector,Industry,AveragePriceTarget_percent
5.25,6.0,CIM/PD,23.06,1183698832.0,Finance,Real Estate Investment Trusts,-77.23330442324371
5.25,6.0,CIM/PC,19.9914,1183698832.0,Finance,Real Estate Investment Trusts,-73.73870764428705
5.25,6.0,CIM/PB,23.55,1183698832.0,Finance,Real Estate Investment Trusts,-77.70700636942675
5.25,6.0,CIM/PA,21.34,1183698832.0,Finance,Real Estate Investment Trusts,-75.398313027179
5.25,6.0,CIM,5.26,1183698832.0,Finance,Real Estate Investment Trusts,-0.1901140684410606
114.33,4.0,CIGI,124.36,5867227184.261981,Finance,Real Estate Development,-8.065294306851078
,,CIG.C,3.05,5755101721.6196,Utilities,Electric Utilities,
2.75,6.0,CIG,2.2184,5755101721.6196,Utilities,Electric Utilities,23.96321673278039
5.2,10.0,CIFR,4.025,1025006869.7037038,Technology Services,Data Processing Services,29.192546583850927
58.38,5.0,CIEN,43.8752,6354459781.242925,Electronic Technology,Telecommunications Equipment,33.05922252206258
28.3,8.0,CIB,29.78,7535095036.220159,Finance,Major Banks,-4.969778374748155
365.33,9.0,CI,297.74,87124665397.49295,Health Services,Managed Health Care,22.701014307785307
37.0,3.0,CHX,30.4,5921920182.781632,Process Industries,Chemicals: Specialty,21.71052631578948
24.32,8.0,CHWY,25.135,10843388037.711693,Retail Trade,Internet Retail,-3.242490551024473
456.18,7.0,CHTR,384.365,56855383362.38919,Consumer Services,Cable/Satellite TV,18.68406332522472
84.07,4.0,CHRW,86.18,10052986373.227491,Transportation,Air Freight/Couriers,-2.44836388953355
191.89,6.0,CHRD,168.145,6940761745.24673,Energy Minerals,Integrated Oil,14.121740164738753
3.28,2.0,CHPT,2.425,1013717664.4569672,Retail Trade,Specialty Stores,35.25773195876289
150.94,10.0,CHKP,151.33,18274909738.194897,Technology Services,Internet Software/Services,-0.25771492764158777
100.17,6.0,CHK,76.92,10082076563.332731,Energy Minerals,Integrated Oil,30.226209048361934
128.29,7.0,CHH,112.92,5623256412.539313,Consumer Services,Hotels/Resorts/Cruise lines,13.611406305348911
10.17,1.0,CHGG,11.1668,1293282126.233769,Commercial Services,Miscellaneous Commercial Services,-8.926460579575172
40.33,9.0,CHEF,29.03,1151481642.749136,Distribution Services,Food Distributors,38.92524974164656
611.33,7.0,CHE,588.21,8859799737.692606,Health Services,Hospital/Nursing Management,3.930569014467623
141.14,7.0,CHDN,134.48,10031511185.897934,Consumer Services,Movies/Entertainment,4.952409280190361
96.07,7.0,CHD,91.99,22664655488.31659,Consumer Non-Durables,Household/Personal Care,4.435264702685073
96.0,3.0,CHCO,112.99,1675847022.9573228,Finance,Major Banks,-15.036728914063188
40.8,5.0,CGNX,42.21,7266117374.738197,Electronic Technology,Electronic Equipment/Instruments,-3.3404406538734985
8.21,8.0,CGAU,6.14,1325056371.2734082,Non-Energy Minerals,Precious Metals,33.71335504885995
38.08,5.0,CG,41.1,14828701336.059645,Finance,Investment Managers,-7.347931873479327
111.5,7.0,CFR/PB,17.16,6841520582.0,Finance,Regional Banks,549.7668997668998
111.5,7.0,CFR,107.5,6885072669.584348,Finance,Regional Banks,3.7209302325581395
25.39,7.0,CFLT,24.594,7571879844.463305,Technology Services,Packaged Software,3.2365617630316312
32.42,9.0,CFG/PE,19.85,15343397589.0,Finance,Major Banks,63.324937027707804
32.42,9.0,CFG,33.36,15553197920.66363,Finance,Major Banks,-2.8177458033573073
89.0,4.0,CF,80.02,15288341744.458977,Process Industries,Chemicals: Agricultural,11.222194451387159
,,CET,37.94,1056380000.0000002,Miscellaneous,Investment Trusts/Mutual Funds,
17.67,1.0,CERT,17.78,2842040176.5533595,Technology Services,Packaged Software,-0.6186726659167572
40.1,5.0,CERE,41.46,7474328928.146413,Health Technology,Pharmaceuticals: Major,-3.2802701398938723
10.5,3.0,CENX,12.62,1166146826.3153596,Non-Energy Minerals,Aluminum,-16.79873217115689
,,CENTA,43.68,2421588115.2529287,Consumer Non-Durables,Consumer Sundries,
50.0,5.0,CENT,49.19,2417203433.113012,Consumer Non-Durables,Consumer Sundries,1.646676153689779
72.12,10.0,CELH,50.71,11748240392.462318,Consumer Non-Durables,Beverages: Non-Alcoholic,42.2204693354368
105.0,8.0,CEIX,101.69,3153392697.316855,Energy Minerals,Coal,3.2549906578818
125.88,6.0,CEG,115.75,36968429084.50469,Utilities,Electric Utilities,8.751619870410364
,,CEF,19.33,4063690000.0,Miscellaneous,Investment Trusts/Mutual Funds,
139.46,5.0,CE,155.165,16890511656.664352,Process Industries,Chemicals: Specialty,-10.121483581993353
225.4,7.0,CDW,225.795,30247583224.70717,Technology Services,Information Technology Services,-0.1749374432560428
33.8,8.0,CDRE,32.35,1215908145.963102,Electronic Technology,Aerospace & Defense,4.482225656877884
28.83,6.0,CDP,25.44,5670121344.0,Finance,Real Estate Investment Trusts,13.325471698113196
270.4,10.0,CDNS,272.29,74079767139.84462,Technology Services,Packaged Software,-0.6941128943406085
3.25,5.0,CDE,3.675,1406090559.2584746,Non-Energy Minerals,Precious Metals,-11.564625850340132
77.0,9.0,CDAY,67.825,10589314879.713926,Technology Services,Packaged Software,13.527460375967559
13.71,5.0,CCU,12.83,2354887969.7794766,Consumer Non-Durables,Beverages: Alcoholic,6.858924395947006
69.75,4.0,CCS,88.77,2820632524.5241547,Consumer Durables,Homebuilding,-21.426157485637034
76.33,7.0,CCOI,74.89,3641439839.083233,Communications,Major Telecommunications,1.9228201361997566
20.57,10.0,CCL,19.5116,24446781579.79456,Consumer Services,Hotels/Resorts/Cruise lines,5.424465446196103
100.27,5.0,CCK,92.465,11155568675.005432,Process Industries,Containers/Packaging,8.44103174174011
54.49,10.0,CCJ,44.0242,19100579104.71058,Non-Energy Minerals,Other Metals/Minerals,23.77283403219139
109.81,4.0,CCI,115.385,49700744217.0,Finance,Real Estate Investment Trusts,-4.831650561164798
70.36,8.0,CCEP,65.694,30143443249.771023,Consumer Non-Durables,Beverages: Non-Alcoholic,7.102627332785333
13.0,4.0,CCCS,11.305,6809901239.938938,Technology Services,Packaged Software,14.993365767359577
34.13,7.0,CC,31.42,4663930621.237605,Process Industries,Chemicals: Specialty,8.625079567154682
63.0,7.0,CBZ,62.37,3108634997.289512,Commercial Services,Miscellaneous Commercial Services,1.0101010101010142
41.5,8.0,CBU,53.21,2840645954.887498,Finance,Major Banks,-22.007141514752867
92.33,5.0,CBT,85.51,4729477715.366953,Process Industries,Chemicals: Specialty,7.975675359607055
50.12,3.0,CBSH,54.025,7050415809.781029,Finance,Regional Banks,-7.228135122628415
68.57,5.0,CBRL,79.865,1771813909.1412785,Consumer Services,Restaurants,-14.14261566393289
87.0,3.0,CBRE,91.81,27983029104.98284,Finance,Real Estate Development,-5.239080710162294
176.82,9.0,CBOE,175.485,18523493342.69167,Finance,Investment Banks/Brokers,0.7607487819471632
26.17,10.0,CBAY,22.395,2539667963.7853284,Health Technology,Biotechnology,16.856441169904006
244.08,6.0,CB,220.9594,90149204969.26372,Finance,Property/Casualty Insurance,10.46373225126427
43.33,10.0,CAVA,43.0,4885294462.792329,Consumer Services,Restaurants,0.7674418604651123
38.2,3.0,CATY,44.95,3265566049.117647,Finance,Regional Banks,-15.016685205784203
275.86,10.0,CAT,291.86,148581478102.70117,Producer Manufacturing,Trucks/Construction/Farm Machinery,-5.482080449530597
302.56,8.0,CASY,274.165,10173894129.913616,Retail Trade,Specialty Stores,10.35690186566483
63.0,7.0,CASH,53.56,1391974188.7608285,Finance,Major Banks,17.625093353248687
35.62,6.0,CART,23.565,6603288509.6351,Transportation,Air Freight/Couriers,51.15637598132822
25.5,4.0,CARS,19.87,1315978514.214939,Technology Services,Internet Software/Services,28.33417211877201
58.82,6.0,CARR,56.99,47817262475.99825,Producer Manufacturing,Industrial Machinery,3.21108966485348
22.71,8.0,CARG,24.39,2738248851.6096654,Technology Services,Internet Software/Services,-6.888068880688806
239.5,5.0,CAR,186.245,6746042746.421718,Finance,Finance/Rental/Leasing,28.59405621627426
72.29,10.0,CAMT,67.91,3046759943.6005025,Electronic Technology,Electronic Components,6.44971285524961
56.86,5.0,CALX,43.43,2860605876.989305,Electronic Technology,Telecommunications Equipment,30.9233248906286
50.0,7.0,CALM,56.37,2761196023.0806,Process Industries,Agricultural Commodities/Milling,-11.300337058719172
35.0,7.0,CAL,29.99,1064710983.7951688,Retail Trade,Apparel/Footwear Retail,16.705568522840952
32.62,9.0,CAKE,35.65,1810061759.130986,Consumer Services,Restaurants,-8.499298737727914
106.18,8.0,CAH,101.61,25043627140.743877,Distribution Services,Medical Distributors,4.497588819998039
29.92,7.0,CAG,28.5999,13669832812.164429,Consumer Non-Durables,Food: Specialty/Candy,4.615750404721695
26.03,10.0,CAE,21.6901,6903388203.29245,Commercial Services,Miscellaneous Commercial Services,20.00866754878954
26.38,8.0,CADE/PA,19.96,5477818708.0,Finance,Major Banks,32.16432865731462
26.38,8.0,CADE,30.045,5539584755.36385,Finance,Major Banks,-12.19836911299718
374.13,6.0,CACI,319.49,7117608259.992628,Technology Services,Information Technology Services,17.102256721650125
360.0,1.0,CACC,523.46,6578142400.150224,Finance,Finance/Rental/Leasing,-31.226836816566696
808.25,1.0,CABO,541.8,3043145055.362303,Consumer Services,Cable/Satellite TV,49.178663713547444
53.97,4.0,C/PN,28.61,2568525600.0,Finance,Finance/Rental/Leasing,88.64033554701153
53.97,4.0,C/PJ,25.445,96842417978.0,Finance,Major Banks,112.10453920220083
53.97,4.0,C,50.95,97512276600.37749,Finance,Major Banks,5.927379784102053
32.0,9.0,BZH,33.6,1052452447.6932296,Consumer Durables,Homebuilding,-4.761904761904766
19.75,3.0,BZ,15.8,6517361977.087999,Technology Services,Internet Software/Services,24.999999999999996
23.0,8.0,BYON,27.85,1261742778.044989,Retail Trade,Internet Retail,-17.414721723518856
74.7,10.0,BYD,61.95,6062558282.917542,Consumer Services,Casinos/Gaming,20.581113801452783
24.0,7.0,BY,24.09,1053135588.369192,Finance,Regional Banks,-0.3735990037359895
29.79,8.0,BXSL,28.17,4891683361.879286,Miscellaneous,Investment Trusts/Mutual Funds,5.750798722044719
70.54,4.0,BXP,72.15,11181988220.0,Finance,Real Estate Investment Trusts,-2.2314622314622303
,,BXMX,12.72,1315660000.0,Miscellaneous,Investment Trusts/Mutual Funds,
22.42,5.0,BXMT,23.005,3931830304.0,Finance,Real Estate Investment Trusts,-2.542925450988904
113.65,3.0,BX,130.59,157953040491.27136,Finance,Investment Managers,-12.97189677616969
84.67,7.0,BWXT,76.72,7020860728.664406,Electronic Technology,Aerospace & Defense,10.362356621480712
45.33,10.0,BWA,35.99,8459644527.514899,Producer Manufacturing,Trucks/Construction/Farm Machinery,25.95165323701027
8.0,7.0,BVN,15.11,3587500334.337,Non-Energy Minerals,Precious Metals,-47.054930509596296
75.0,6.0,BVH,75.25,1460364676.417851,Miscellaneous,Miscellaneous,-0.33222591362126247
24.0,4.0,BUSE,25.445,1406062825.4194643,Finance,Regional Banks,-5.6789153075260375
185.25,9.0,BURL,192.29,12407562144.65167,Retail Trade,Apparel/Footwear Retail,-3.661136824587858
21.73,9.0,BUR,13.27,2905631591.6212564,Finance,Finance/Rental/Leasing,63.7528259231349
71.91,8.0,BUD,64.07,125624387654.83484,Consumer Non-Durables,Beverages: Alcoholic,12.23661620103013
28.75,4.0,BTU,24.52,3214572200.3893223,Energy Minerals,Coal,17.251223491027734
,,BTT,20.7402,1458760000.0,Miscellaneous,Investment Trusts/Mutual Funds,
35.5,8.0,BTI,29.24,64633192969.1945,Consumer Non-Durables,Tobacco,21.40902872777018
5.27,3.0,BTG,3.305,4298231555.2904,Non-Energy Minerals,Precious Metals,59.45537065052948
5.59,10.0,BTE,3.4301,2899806611.333938,Energy Minerals,Integrated Oil,62.96900964986443
56.67,8.0,BSY,52.32,15482647056.08411,Technology Services,Packaged Software,8.31422018348624
62.76,8.0,BSX,55.81,81760691644.51968,Distribution Services,Medical Distributors,12.452965418383794
,,BSTZ,17.0,1326750000.0,Miscellaneous,Investment Trusts/Mutual Funds,
19.0,9.0,BSM,16.67,3500548573.3243246,Miscellaneous,Investment Trusts/Mutual Funds,13.97720455908817
5.7,4.0,BSBR,6.49,24048059505.5232,Finance,Major Banks,-12.17257318952234
19.3,5.0,BSAC,19.27,9101908491.866257,Finance,Regional Banks,0.15568240788791457
68.63,9.0,BRZE,54.1999,5414782823.095901,Technology Services,Internet Software/Services,26.62384985950158
24.34,3.0,BRX,23.55,7039967829.0,Finance,Real Estate Investment Trusts,3.3545647558386373
7.0,8.0,BRSP,7.8,1011284163.0,Finance,Real Estate Investment Trusts,-10.256410256410255
27.75,4.0,BRP,24.3678,2846260406.8482885,Finance,Multi-Line Insurance,13.879792184768428
34.44,8.0,BROS,29.7742,5273443607.406256,Consumer Non-Durables,Food: Specialty/Candy,15.670614155879912
78.0,8.0,BRO,70.65,20106838395.997017,Finance,Insurance Brokers/Services,10.40339702760084
70.78,10.0,BRKR,74.45,10304715228.32387,Health Technology,Medical Specialties,-4.9294828744123595
410.0,7.0,BRK.B,357.3476,777911254637.1555,Finance,Property/Casualty Insurance,14.734225163398326
2.52,3.0,BRFS,2.775,4796081191.258,Consumer Non-Durables,Food: Meat/Fish/Dairy,-9.189189189189186
11.63,4.0,BRDG,9.27,2319114422.2210298,Finance,Investment Managers,25.458468176914792
51.0,4.0,BRC,59.49,2875219648.0133224,Producer Manufacturing,Miscellaneous Manufacturing,-14.271306101865862
54.33,7.0,BRBR,55.845,7325122873.548449,Consumer Non-Durables,Beverages: Non-Alcoholic,-2.7128659683051315
196.67,9.0,BR,197.28,23209408384.353638,Technology Services,Information Technology Services,-0.3092051905920588
81.0,6.0,BPOP,80.71,5823578116.490511,Finance,Regional Banks,0.35931111386446074
78.21,5.0,BPMC,88.68,5390831590.850693,Health Technology,Biotechnology,-11.80649526387011
45.79,9.0,BP,35.67,101082918906.7315,Energy Minerals,Integrated Oil,28.371180263526764
30.56,5.0,BOX,25.98,3730503794.203704,Technology Services,Information Technology Services,17.628945342571203
17.83,8.0,BOWL,12.605,1906982436.9515872,Consumer Services,Movies/Entertainment,41.45180483934944
12.0,7.0,BORR,7.3,1921147781.380472,Industrial Services,Contract Drilling,64.38356164383562
95.09,7.0,BOOT,76.77,2324888708.912324,Retail Trade,Apparel/Footwear Retail,23.863488341800192
78.75,4.0,BOKF,84.83,5570348617.70416,Finance,Major Banks,-7.167275727926438
51.0,6.0,BOH/PA,16.48,2879531548.0,Finance,Regional Banks,209.4660194174757
51.0,6.0,BOH,72.98,2900996857.7172832,Finance,Regional Banks,-30.117840504247745
122.08,5.0,BNTX,105.36,24620194262.0,Health Technology,Biotechnology,15.869400151860289
49.44,6.0,BNS,47.63,57824934689.48775,Finance,Major Banks,3.8001259710266537
,,BNRE.A,40.0,4469993125.258216,Finance,Multi-Line Insurance,
5.0,5.0,BNRE,39.8,4478763204.432678,Finance,Multi-Line Insurance,-87.43718592964824
18.75,10.0,BNL,17.34,3228310439.0,Finance,Real Estate Investment Trusts,8.131487889273357
41.24,4.0,BN,40.1,62371788651.03833,Finance,Investment Managers,2.842892768079802
60.93,10.0,BMY,51.24,104260980643.524,Health Technology,Pharmaceuticals: Major,18.91100702576112
110.9,7.0,BMRN,96.1,18102182729.37579,Health Technology,Biotechnology,15.400624349635809
100.71,9.0,BMO,97.81,70519316562.52113,Finance,Major Banks,2.964932011041807
,,BML/PL,21.45,262735906233.0,Finance,Major Banks,
,,BML/PJ,21.85,262735906233.0,Finance,Major Banks,
,,BML/PH,20.42,262735906233.0,Finance,Major Banks,
,,BML/PG,20.7315,262735906233.0,Finance,Major Banks,
149.25,5.0,BMI,155.05,4550232572.881989,Producer Manufacturing,Industrial Machinery,-3.740728797162213
18.97,4.0,BMBL,14.87,2799545174.949732,Technology Services,Packaged Software,27.57229320780094
26.45,10.0,BLMN,26.9,2335297991.6909294,Consumer Services,Restaurants,-1.672862453531596
79.0,6.0,BLKB,86.49,4657712306.568704,Technology Services,Packaged Software,-8.659960689097002
792.93,7.0,BLK,803.18,119483034137.49434,Finance,Investment Managers,-1.276177195647302
170.53,8.0,BLDR,165.14,20369485198.141537,Retail Trade,Home Improvement Chains,3.263897299261242
6.23,4.0,BLDP,3.61,1078378136.3925622,Producer Manufacturing,Electrical Products,72.57617728531858
356.88,6.0,BLD,377.72,12001654042.68646,Industrial Services,Engineering & Construction,-5.517314412792553
18.78,5.0,BLCO,15.83,5554046807.399873,Health Technology,Medical Specialties,18.635502210991795
62.0,7.0,BL,63.2155,3873201794.34604,Technology Services,Packaged Software,-1.9227879238477885
27.86,5.0,BKU,32.685,2431180419.5864525,Finance,Regional Banks,-14.762123298149005
41.38,8.0,BKR,34.18,34393075172.92891,Industrial Services,Contract Drilling,21.064950263311886
54.75,7.0,BKH,54.6,3712343318.390208,Utilities,Electric Utilities,0.27472527472527214
,,BKDT,78.5,1042839226.0,Health Services,Hospital/Nursing Management,
7.5,6.0,BKD,5.6009,1054302927.9609026,Health Services,Hospital/Nursing Management,33.90705065257369
53.46,7.0,BK,51.71,39768778534.15603,Finance,Investment Banks/Brokers,3.3842583639528137
73.18,1.0,BJ,66.26,8837824882.445797,Retail Trade,Specialty Stores,10.443706610322973
36.0,9.0,BIPC,36.09,4756324368.351672,Utilities,Gas Distributors,-0.2493765586035007
37.5,8.0,BIP/PB,15.8884,20492870024.0,Utilities,Alternative Power Generation,136.0212482062385
37.5,8.0,BIP/PA,16.62,20492870024.0,Utilities,Alternative Power Generation,125.63176895306859
37.5,8.0,BIP,31.86,20786464150.41834,Utilities,Alternative Power Generation,17.70244821092279
479.0,4.0,BIO,321.115,9360152264.091656,Health Technology,Medical Specialties,49.16774364324307
88.65,7.0,BILL,84.93,9066761014.464024,Technology Services,Packaged Software,4.380077711056162
16.05,3.0,BILI,11.01,4645656705.791999,Technology Services,Packaged Software,45.7765667574932
311.0,8.0,BIIB,256.15,37115648866.93434,Health Technology,Pharmaceuticals: Major,21.41323443294945
170.41,8.0,BIDU,115.815,40371048745.08801,Technology Services,Internet Software/Services,47.13983508181151
39.86,8.0,BHVN,40.0534,3213630829.8265967,Health Technology,Pharmaceuticals: Major,-0.48285538805695394
62.67,8.0,BHP,67.97,171401523811.26312,Non-Energy Minerals,Steel,-7.797557746064437
21.0,4.0,BHLB,24.95,1089572473.3941455,Finance,Regional Banks,-15.831663326653304
,,BHFAP,21.22,3443303269.0,Finance,Life/Health Insurance,
,,BHFAO,22.1,3443303269.0,Finance,Life/Health Insurance,
,,BHFAN,18.104,3443303269.0,Finance,Life/Health Insurance,
,,BHFAM,15.54,3443303269.0,Finance,Life/Health Insurance,
,,BHFAL,21.5,3443303269.0,Finance,Life/Health Insurance,
50.0,3.0,BHF,53.57,3439450981.1734104,Finance,Life/Health Insurance,-6.664177711405637
29.0,9.0,BHE,28.17,1005157745.7551897,Electronic Technology,Electronic Production Equipment,2.94639687610933
9.0,8.0,BHC,7.545,2755396811.972782,Health Technology,Pharmaceuticals: Other,19.284294234592444
263.95,8.0,BGNE,176.38,18618662914.304,Health Technology,Pharmaceuticals: Major,49.64848622292777
8.0,7.0,BGC,6.68,3314908810.0,Finance,Investment Banks/Brokers,19.760479041916174
137.5,6.0,BG,100.845,14651566741.180237,Process Industries,Agricultural Commodities/Milling,36.34786057811493
33.44,2.0,BFH,34.48,1700919811.5048285,Finance,Regional Banks,-3.016241299303942
86.8,5.0,BFAM,93.41,5408897261.568997,Commercial Services,Miscellaneous Commercial Services,-7.076330157370731
63.24,3.0,BF.B,57.87,27903505486.03858,Consumer Non-Durables,Beverages: Alcoholic,9.279419388284094
75.88,6.0,BERY,68.13,7869015176.59617,Producer Manufacturing,Miscellaneous Manufacturing,11.37531190371349
33.0,7.0,BEPC,29.37,5276387150.172379,Utilities,Electric Utilities,12.359550561797748
27.59,9.0,BEP/PA,17.32,7789812634.226601,Utilities,Electric Utilities,59.29561200923787
27.59,9.0,BEP,27.31,7878291822.85981,Utilities,Electric Utilities,1.025265470523622
24.5,7.0,BEN,29.81,14743560019.764463,Finance,Investment Managers,-17.81281449178128
24.3,7.0,BEKE,15.55,19118499093.376,Finance,Real Estate Development,56.270096463022504
101.38,8.0,BECN,87.97,5568635066.884259,Distribution Services,Wholesale Distributors,15.243833124928948
44.45,8.0,BEAM,28.7311,2341701020.678743,Health Technology,Biotechnology,54.710400924433806
18.46,6.0,BE,14.8299,3322620863.064676,Producer Manufacturing,Electrical Products,24.478250021915187
279.18,3.0,BDX,244.07,70668575039.61354,Health Technology,Medical Specialties,14.385217355676657
,,BDJ,7.86,1450820000.0,Miscellaneous,Investment Trusts/Mutual Funds,
85.0,9.0,BDC,77.6,3234492841.744096,Producer Manufacturing,Electrical Products,9.536082474226813
15.13,7.0,BCSF,15.62,1008462525.6188627,Finance,Financial Conglomerates,-3.1370038412291836
6.66,4.0,BCS,7.87,29043131966.649,Finance,Investment Banks/Brokers,-15.374841168996188
14.5,6.0,BCRX,6.0178,1232501887.1729517,Health Technology,Biotechnology,140.9518428661637
135.0,6.0,BCPC,146.56,4725249492.112525,Consumer Non-Durables,Food: Specialty/Candy,-7.88755458515284
94.0,9.0,BCO,88.95,4007299013.228552,Commercial Services,Miscellaneous Commercial Services,5.677346824058456
21.0,5.0,BCH,22.82,11535652412.464497,Finance,Major Banks,-7.9754601226993875
43.14,6.0,BCE,39.02,35596941019.99184,Communications,Major Telecommunications,10.558687852383386
115.75,5.0,BCC,125.355,4962782471.927375,Distribution Services,Wholesale Distributors,-7.662239240556822
90.1,7.0,BC/PC,24.49,6675514834.0,Producer Manufacturing,Auto Parts: OEM,267.9052674561045
90.1,7.0,BC/PB,25.07,6675514834.0,Producer Manufacturing,Auto Parts: OEM,259.39369764658954
90.1,7.0,BC/PA,24.9599,6675514834.0,Producer Manufacturing,Auto Parts: OEM,260.9790103325734
90.1,7.0,BC,97.01,6675514834.0,Producer Manufacturing,Auto Parts: OEM,-7.122977012679117
74.87,7.0,BBY,76.14,16400248752.705889,Retail Trade,Electronics/Appliance Stores,-1.6679800367743578
39.88,6.0,BBWI,43.27,9776449928.270817,Retail Trade,Apparel/Footwear Retail,-7.834527386179802
27.5,10.0,BBU,20.2,1506919939.1566267,Commercial Services,Miscellaneous Commercial Services,36.13861386138615
50.13,8.0,BBIO,39.72,6909971031.95669,Health Technology,Biotechnology,26.208459214501524
3.5,7.0,BBD,3.445,35496892337.6872,Finance,Major Banks,1.5965166908563182
4.4,4.0,BB,3.5897,2095336972.6285653,Technology Services,Packaged Software,22.57291695684877
41.91,9.0,BAX,39.34,19958105874.26985,Health Technology,Medical Specialties,6.532791052363988
,,BATRK,38.955,2399677360.937835,Consumer Services,Movies/Entertainment,
24.88,6.0,BASE,22.6777,1090154204.8954833,Technology Services,Packaged Software,9.711302292560521
170.05,6.0,BAP,152.4,12120844363.100918,Finance,Major Banks,11.581364829396328
51.33,6.0,BANR,54.595,1875234307.529816,Finance,Regional Banks,-5.980401135635133
88.0,4.0,BANF,97.79,3219383092.542303,Finance,Regional Banks,-10.011248593925766
16.1,9.0,BANC/PF,24.0,2121635468.9999995,Finance,Regional Banks,-32.916666666666664
16.1,9.0,BANC,13.54,2139012974.7029035,Finance,Regional Banks,18.906942392909915
38.16,6.0,BAM,39.685,15543911041.096409,Finance,Investment Managers,-3.8427617487715904
57.7,5.0,BALL,57.085,17998969342.115105,Process Industries,Containers/Packaging,1.0773408075676658
135.0,9.0,BAH,126.165,16449544961.704103,Commercial Services,Miscellaneous Commercial Services,7.002734514326471
35.15,9.0,BAC/PS,21.3,262735906233.0,Finance,Major Banks,65.02347417840375
35.15,9.0,BAC/PQ,18.925,262735906233.0,Finance,Major Banks,85.73315719947158
35.15,9.0,BAC/PP,18.58,262735906233.0,Finance,Major Banks,89.18191603875135
35.15,9.0,BAC/PO,19.62,262735906233.0,Finance,Major Banks,79.1539245667686
35.15,9.0,BAC/PN,22.018,262735906233.0,Finance,Major Banks,59.64211100009082
35.15,9.0,BAC/PM,23.36,262735906233.0,Finance,Major Banks,50.47089041095891
35.15,9.0,BAC/PL,1221.0,262735906233.0,Finance,Major Banks,-97.12121212121211
35.15,9.0,BAC/PK,24.87,262735906233.0,Finance,Major Banks,41.33494169682347
35.15,9.0,BAC/PE,22.168,262735906233.0,Finance,Major Banks,58.561891014074334
35.15,9.0,BAC/PB,25.17,262735906233.0,Finance,Major Banks,39.650377433452505
35.15,9.0,BAC,33.44,264635201940.7084,Finance,Major Banks,5.113636363636367
125.92,10.0,BABA,75.27,191037613800.96005,Retail Trade,Internet Retail,67.29108542580046
276.05,10.0,BA,262.175,158609787631.09784,Electronic Technology,Aerospace & Defense,5.292266615810051
26.0,4.0,B,31.4916,1595833577.6381292,Producer Manufacturing,Industrial Machinery,-17.438301007252726
16.0,7.0,AZUL,9.9596,1166880510.9528,Transportation,Airlines,60.64902204907827
64.5,5.0,AZTA,65.085,3626432660.738928,Health Services,Medical/Nursing Services,-0.8988246139663422
198.33,6.0,AZPN,215.965,13756831163.972368,Technology Services,Packaged Software,-8.165674993633223
81.0,7.0,AZN,66.96,206045344360.12448,Health Technology,Pharmaceuticals: Major,20.967741935483883
39.0,9.0,AZEK,38.46,5680519343.308294,Producer Manufacturing,Building Products,1.4040561622464875
51.94,9.0,AYX,47.17,3408687158.490686,Technology Services,Packaged Software,10.11235955056179
197.4,8.0,AYI,201.01,6206206445.44996,Producer Manufacturing,Electrical Products,-1.7959305507188625
22.43,8.0,AY,21.6,2506790722.8239665,Utilities,Alternative Power Generation,3.8425925925925846
35.0,6.0,AXTA,34.19,7524639080.28147,Process Industries,Industrial Specialties,2.369113775957889
119.29,8.0,AXSM,76.91,3639346432.3930736,Health Technology,Biotechnology,55.103367572487336
64.75,7.0,AXS/PE,21.3,4645670944.0,Finance,Multi-Line Insurance,203.9906103286385
64.75,7.0,AXS,54.455,4641835068.908624,Finance,Multi-Line Insurance,18.90551831787715
180.69,8.0,AXP,185.94,135502941608.64886,Finance,Finance/Rental/Leasing,-2.8234914488544693
254.86,10.0,AXON,257.45,19291714325.807896,Electronic Technology,Aerospace & Defense,-1.006020586521645
71.38,7.0,AXNX,61.44,3112674875.538845,Health Technology,Medical Specialties,16.178385416666664
8.29,5.0,AXL,8.76,1025454748.3298968,Producer Manufacturing,Auto Parts: OEM,-5.365296803652975
56.0,7.0,AX,55.1,3181042255.758912,Finance,Major Banks,1.6333938294010864
79.0,7.0,AWR,82.19,3039435095.7765484,Utilities,Water Utilities,-3.88125076043314
139.67,6.0,AWK,132.25,25749736492.374523,Utilities,Water Utilities,5.6105860113421455
89.2,6.0,AWI,98.75,4362803323.231682,Producer Manufacturing,Miscellaneous Manufacturing,-9.670886075949365
208.78,9.0,AVY,199.86,16094981481.775532,Process Industries,Containers/Packaging,4.463124186930845
24.33,10.0,AVTR,23.16,15665103266.883352,Process Industries,Chemicals: Specialty,5.051813471502583
45.0,2.0,AVT,50.01,4525172965.805789,Distribution Services,Electronics Distributors,-10.017996400719852
9.63,8.0,AVPT,8.33,1529902512.0155504,Technology Services,Data Processing Services,15.606242496998807
43.67,5.0,AVNT,40.7525,3715056487.3914256,Process Industries,Chemicals: Major Diversified,7.159069995705795
22.0,1.0,AVNS,23.26,1079858781.1665945,Health Technology,Medical Specialties,-5.4170249355116145
12.5,9.0,AVDX,12.28,2494652381.809524,Technology Services,Packaged Software,1.7915309446254124
21.17,8.0,AVDL,13.86,1287397088.0,Health Technology,Pharmaceuticals: Major,52.74170274170276
190.0,4.0,AVB,188.73,26508518581.0,Finance,Real Estate Investment Trusts,0.6729189847930961
145.5,10.0,AVAV,127.5,3587225088.302481,Electronic Technology,Aerospace & Defense,14.117647058823529
